board,decision
    O  X ,4
 OO X XOX,1
   O  XX ,9
 X O XO X,1
OXO   OXX,5
O   X    ,4
 XX OOOXX,4
 O      X,5
X O   XO ,4
         ,5
      X  ,5
O  XXOXO ,3
XO X    O,7
OXOXXOXO ,9
O     X  ,9
 XO XOXOX,4
     XOX ,5
X   O    ,8
O X X OOX,6
OX   X   ,5
 O      X,3
OOXX  X O,5
OXX   OX ,4
XO  OX X ,7
   O    X,1
    O  X ,7
 OXXX OO ,6
         ,9
     X   ,1
 X       ,6
    XO   ,9
XOXXX  OO,7
 XOXX O O,6
 X       ,3
         ,9
O OXX   X,2
X XOOX O ,9
X X   O O,2
 X     XO,3
X O      ,2
   O    X,5
    X    ,7
X      O ,2
XOX  XOO ,9
 O OX XOX,3
XOXO  X O,5
 XOXX O O,8
 XO X    ,8
   OXX  O,8
OOXX OOXX,5
         ,1
         ,5
X  O  O X,5
XOXX X OO,5
 O   XO X,3
X X  O   ,5
   X     ,5
         ,3
X XOO XOX,2
  X      ,8
       X ,7
  X    O ,5
X OO X X ,7
X XXOO  O,7
      X  ,1
       X ,3
OXO X   X,8
X    XOOX,5
 XX XOO O,1
 X  O  XO,7
X O X    ,9
 O O XXXO,3
 O X     ,5
XOO XOXX ,9
OXOXOOX X,8
         ,3
   O    X,1
XOOX XOXO,5
X  OXXXOO,2
XX  O O  ,3
     X   ,9
    OX   ,4
         ,5
     OX  ,5
      X  ,9
X        ,4
         ,7
  X    XO,5
    X O  ,4
OXXO OX X,5
XXO OX O ,7
    OXXO ,2
   XXOX O,3
XOXO     ,5
X        ,5
X        ,7
       X ,7
O  XX   O,6
OO XXOXOX,3
 XO X X O,6
 X   O   ,5
  X  XO  ,4
OOXX XXO ,5
   O X   ,9
         ,5
O  X     ,5
OX OXOX  ,8
 O X X   ,5
XOXO OX  ,5
      X  ,3
O X      ,9
         ,5
         ,3
 O  X XOX,3
         ,7
XO  OXX O,4
OXO    X ,5
 X    O  ,1
         ,5
O  XX  XO,6
  O OXXX ,9
       X ,5
 O    X X,8
   XXO  O,1
  XXOOOXX,2
XO   X   ,5
X  O  OXX,5
  XXO X O,1
  O   X  ,6
OXXXO    ,9
OXXX  O O,5
X XXOO XO,2
 X XO    ,7
       X ,4
      X  ,4
 O XX   O,6
XXOOO XX ,6
XX OO O X,3
   OXXXOO,3
 XXXOOOXO,1
         ,1
OXX   X O,5
    X    ,2
XOO    XX,6
  OO XX  ,9
 O X     ,5
         ,5
    OX   ,1
         ,5
 O X     ,7
   XOXXO ,2
XO O  OXX,5
 O   XOX ,1
X O XXOXO,2
        X,6
O  XOXXO ,9
 OOX XXOX,5
     XO  ,5
O OXOX  X,2
    X O  ,8
 X X  O  ,3
X   O XOX,2
         ,9
  X  OX  ,5
 O OX OXX,1
XX OOXXOO,3
OXOXO X  ,9
   O   X ,7
  O XO  X,1
XOOXX   O,7
XXOO XO  ,5
OX  XOXO ,3
         ,5
O XXX O  ,6
OX    OX ,5
 X   O   ,5
OXXXO OOX,6
XOO XXOXO,4
         ,7
   O   X ,5
     X   ,3
  XO O XX,5
 XOO XX  ,9
 XOXX XOO,6
 X   X  O,7
XX OXOO  ,8
XOOXX  O ,6
 O XX    ,6
OXXXOOX  ,9
XX      O,3
X  OOX   ,3
  O X XOX,1
 X     OX,4
 OOX  XX ,1
     O  X,5
XOOOXX XO,7
   X X O ,1
   O XOX ,1
X     OX ,5
        X,6
OX  X  O ,7
         ,7
 OO X XOX,1
         ,3
 XO     X,5
         ,5
 XXOOX   ,1
 X       ,9
O OXX  X ,2
OOX   X X,8
OOX XXO  ,9
         ,3
         ,4
 OXX  XOO,1
         ,9
 X  OO X ,9
X  O  O X,5
         ,6
 OO    XX,7
   X O   ,9
O OXX OX ,6
  XX  OXO,6
 XXXOOX O,1
         ,5
         ,3
X    O   ,9
XXOX O O ,7
 X OXOX  ,8
        X,6
 XX  OO  ,1
XOXOOXX O,8
         ,7
O OX  X  ,9
     X   ,9
 X X X OO,7
     X   ,3
         ,9
 XXO XOXO,1
 XXX O O ,1
     X   ,5
     X  O,5
         ,3
   O XO X,3
O  X XOOX,5
X X  O   ,7
X    OXXO,3
OX XXOXOO,3
 O  XX   ,1
OOX XX XO,7
O X X   O,7
OXO   X  ,8
XXOO  X  ,6
       X ,6
 X   O   ,5
XXO      ,5
   X     ,1
   O  X  ,5
         ,5
O     XXO,2
 O   XX  ,1
 OOXX XO ,6
 X  O    ,1
XX   OX O,3
     X   ,5
XX O  OX ,3
         ,5
XOX   XOO,5
X        ,5
XO O X X ,7
         ,3
OX XOOXOX,3
   X    O,5
  OXX  XO,6
 OO OX XX,7
 X  OX  O,1
 OX X OX ,6
         ,4
X        ,9
O OX XXXO,2
OO OX XX ,9
         ,1
XO XOO  X,7
OX O X OX,3
     X OX,2
         ,5
OX    X  ,5
 X       ,5
  OOX XOX,1
         ,7
OX OXX   ,7
 O  X    ,1
         ,6
 XOXOO X ,7
X        ,7
XO  XXOO ,9
 XX  OXOO,1
XOO XX O ,9
X O XXXOO,4
XO OX OX ,9
XOXO XXOO,5
X O     X,8
   XO    ,1
XXO OX  O,7
   O    X,5
O    OXX ,9
      X  ,3
OXXO   X ,7
         ,5
X XXOO  O,7
 O OX X X,3
         ,5
OXXXOOXO ,9
 O X OX  ,1
 X   OXOX,1
    X  OX,1
X  O    X,5
X   OX   ,2
X   X O  ,6
X   OOX  ,4
XXOXXOOO ,9
   OO XX ,9
X  O  X O,3
         ,5
    OX   ,9
OXOX   XO,5
X  O OXOX,5
XOOOXOXX ,9
OO XXO  X,3
O XX O XO,5
  O    XX,7
  XX XO O,8
XXOO XO X,5
 OXOXO  X,1
   OOXX X,8
O      X ,9
XXOX  OOX,5
         ,8
XXO  XOXO,5
 O  X    ,1
X XOOX O ,9
XX XO  O ,3
  X      ,4
         ,7
XOOOOXX X,8
O   XOX X,3
 OO  XXXO,1
XOOOXOXX ,9
  O X O X,1
   X     ,2
XOX XXO O,8
         ,5
 OO XXOX ,4
XXOO  X  ,6
X OOOXXOX,2
 X XO  XO,1
OXXXOOXO ,9
  X    O ,9
   X     ,5
X O X    ,9
 O OXXXO ,3
 O   X X ,4
  X  O   ,1
X        ,7
X  X   O ,9
   XO    ,7
OX   OOXX,5
O OXOXXOX,2
OXXOOXX  ,9
 X  OOX X,4
OX XXO   ,8
   X  O  ,3
  X      ,7
XXO OXXOO,4
         ,5
OXOOOXX X,8
         ,5
   O  X  ,5
X  XOXOOX,3
       X ,5
XOX OOX X,8
         ,1
 X   O X ,5
       X ,3
 O   X   ,5
X    OX  ,9
         ,5
   O XO X,3
OXO  OXX ,5
OX X X OO,5
   X    O,6
   X     ,5
 OO   XX ,9
   XX OO ,6
XO    XO ,4
         ,7
O   X    ,3
      X  ,1
X X OO XO,2
X X  OXO ,2
   X O   ,3
    X    ,9
XX OXOX O,3
X O   O X,5
 OX X   O,7
 O    XX ,6
 X  O   X,3
    X    ,8
O OX XX O,5
 XO    X ,5
XX OX O O,8
        X,5
X   O   X,7
 OX OX   ,9
X  XO  O ,7
X  O OX X,5
      X  ,1
   X     ,5
O X X  O ,7
X X    O ,2
XO X OOXX,3
 XOO X OX,5
X  O OXXO,3
         ,9
    XO   ,1
O   XOX  ,3
OXOXX   O,8
    XXO  ,8
         ,3
 OX O  XX,6
O XX     ,5
X     XO ,4
 OO X X  ,1
XOX  OXO ,5
X        ,3
         ,6
  XOX O  ,1
O O X   X,2
       XO,5
XXOXX OO ,9
         ,7
X O      ,7
XOOXO  X ,7
 OX X O  ,4
 O     XX,3
      X  ,3
OX  OXXO ,9
       XO,1
O X XXOXO,4
OOX    XX,4
XO       ,5
XX OO XOX,6
O X  OXOX,5
    X    ,2
         ,1
 XO X    ,8
X XO O  X,5
  OXXO   ,9
OXO XXXOO,4
  OXO XX ,9
OXX OOXX ,4
         ,1
 O XO X X,8
 XOOXX OX,7
OOXX  X  ,5
O   XX   ,4
OXOOOXXX ,9
   X     ,1
         ,7
XX   O O ,3
X   O XOX,2
         ,4
         ,5
 X  XXOO ,9
O  X OX  ,9
 XOO  XX ,5
     O X ,7
X X   O  ,2
OXXX OX O,5
OO XX  X ,3
XO       ,7
X  X O  O,7
OXOX OXOX,5
XOO  X XO,4
X X   OO ,2
X XO OX O,5
X XO OO X,5
XOXX X OO,5
OX OXXXO ,9
      X  ,4
OXO    XX,5
  X      ,2
         ,5
X O    X ,5
    X    ,7
    X    ,1
OX  XOO X,8
    X X O,3
  O X O X,1
   X  O  ,5
     X OX,5
         ,4
         ,5
 X     O ,9
   O  XX ,9
OXX  OXO ,5
O      X ,3
 X O   X ,5
   X     ,6
OXX    OX,6
  O X    ,2
XO  X  O ,9
 OX  O XX,7
 O O  XX ,9
  XX OOX ,1
O X  OX  ,5
   X     ,9
O X  X XO,5
XO  O X X,8
OX  X  O ,7
O  XX O  ,6
 XOO X OX,5
 X       ,5
     X   ,9
X X OX OO,2
 X  OXOX ,3
       X ,1
  O XO XX,2
   O X  X,7
         ,8
X      O ,7
         ,1
         ,5
    X    ,9
O O XXXOX,2
         ,5
X  XXOO  ,9
   O X   ,7
     OX  ,9
X OX OOX ,5
O XOXX O ,9
   XX  OO,6
         ,5
         ,5
 OOOX  XX,1
 X O   OX,5
OXX  XXOO,5
XO X XOXO,3
O XXO  X ,9
   OX    ,7
  XO OXOX,5
XX      O,7
        X,1
  X      ,1
 OX XXOO ,9
 OXO X   ,9
         ,9
O OOXXXOX,2
  X  O X ,5
X X  OXO ,4
 X       ,5
OO OXXX X,3
OX X  O X,5
O O XX   ,4
OXOO XXXO,5
XOXO OOXX,5
  X XO   ,7
         ,5
OXO XOX  ,8
     X   ,9
XXOX  OOX,5
  O XXO  ,4
O     X  ,9
XOX XOO  ,9
  X  OOXX,4
X X OXO  ,9
O   X    ,6
      X  ,1
XOX O X  ,8
OXOX XOX ,5
X X OXO  ,9
O  XX   O,6
 XO X  OX,1
  O  X   ,5
O X X  O ,7
         ,1
   X O  X,5
  OX  XOX,1
 X OO X  ,9
O XX OX O,5
X XX OO  ,2
XX    OO ,3
OXXX O OX,7
 OXX X  O,5
      X  ,1
  OO X X ,7
 O  XXO  ,4
X O    X ,5
O XXO  OX,6
         ,7
XX XOOOX ,3
X        ,5
 XOX  XO ,1
 OX  XO  ,9
X    O  X,4
OO  OX XX,3
X X OXO O,2
 X X O O ,7
 O OX XXO,3
OXX XOOOX,4
         ,5
     X   ,5
OOXO  XX ,5
X   X   O,6
   X     ,5
 XX XOO O,1
        X,7
  X O X  ,1
 OX   XXO,5
O XOXX   ,7
 X OO X X,6
 XXXO XOO,1
  OXOO XX,7
O     X  ,3
         ,5
XXOX  OOX,5
  X   O X,2
 X OX    ,7
         ,1
X X  XO O,8
   X  O X,5
         ,5
         ,3
         ,7
      X  ,5
O  O   XX,7
         ,9
XXOX OOX ,5
 OXOOXXXO,1
O OOXXXOX,2
X OOXX O ,9
X  X OOOX,5
  XX XOO ,9
  XXOX O ,2
XXOXOO OX,7
 X       ,5
OOXOXO XX,7
   OOX  X,3
XXOOO X  ,6
   O    X,7
X        ,3
 OXXO X  ,8
X O XXO  ,4
O XX     ,9
OXOX  OX ,5
    O   X,7
   O X  X,5
         ,5
         ,2
 O X  XO ,1
     X O ,4
 O XX  XO,6
 X O     ,7
   XX  OO,6
X XOO OXX,6
     X  O,8
OXOOXXX O,8
         ,5
 XO      ,5
OX  O  X ,7
X   X O  ,9
 OX    X ,7
X O XXO O,4
X X    OO,2
OXX   OOX,6
 X    XO ,5
    X    ,1
       OX,2
OX    XO ,6
OX XXOX O,3
XXOXO  O ,7
XX O    O,3
XOO   X X,8
XX OOX XO,3
         ,2
 X OO X X,6
     XOXO,5
XXOOXX O ,7
   XO O X,3
XXO  OXOX,4
  OO XX  ,9
  O   X X,8
 O   X X ,9
XX XOXO O,3
  XXO O X,6
         ,7
 OXO O XX,7
      X  ,5
XOXOXX O ,9
         ,5
  XXOOXXO,1
  OXX OOX,6
  X      ,7
X X  O   ,2
 X       ,3
   OXXO X,1
X X OO X ,4
  OXXOOXX,1
         ,8
  O     X,5
 XX OOXXO,1
OX     XO,5
OO XXOXXO,3
 OXO  XX ,9
XOXO    X,6
XXOOXXO O,8
XO X O   ,7
    OX  X,3
X XO OX O,2
OXOX XXOO,5
   XX O O,6
  O XX O ,4
O    X OX,3
      X  ,9
 OXOX    ,7
OXXX O OX,5
   OXX   ,3
O  XXO  X,3
OOXX X  O,5
 X OOXXOX,3
O  X X   ,5
X O  XO  ,5
   O   X ,7
         ,8
X O X    ,6
         ,5
OOXX     ,5
 OX    OX,6
   XOX OX,2
 OX    X ,9
OX OX X  ,3
O XXXO   ,7
O XX XOXO,5
 OO  XX X,1
    X    ,8
     X   ,1
O XX  O X,6
     X O ,5
 X OO XX ,6
  XX O   ,7
     X XO,5
XX XOXOO ,3
    X    ,7
XOO XX O ,9
   X   OX,5
X  O     ,5
         ,5
X        ,7
OO   XX  ,5
X   XO  O,3
O   X XO ,3
         ,1
OOXX  XOX,5
O  X OX  ,9
 XXO X OO,1
XX OOXXO ,3
 OO XXOX ,4
       X ,9
         ,8
 OO XX OX,4
   X     ,3
XXO O X O,4
         ,5
X   OXO X,3
   X O   ,3
X O O  X ,7
         ,7
  OXX    ,6
OX OX X  ,3
 X  OO  X,1
OX X OXXO,5
XXO O  X ,7
X        ,3
 XOXO   X,7
X XO  OXO,2
X OOXOXX ,9
  X      ,6
O   X  X ,4
     XO X,3
         ,5
X OOOXXOX,2
XOX  XOXO,4
OX XX O O,8
  X OX  O,8
 X OXOXOX,3
  OXOOXX ,9
O   X X O,3
 XX  OOOX,1
  X     O,8
   X    O,5
         ,2
O   OXXX ,9
O XOXO XX,7
 OX X OX ,4
  X      ,1
O XO   X ,9
  OXO X  ,1
 XXO OXXO,5
OO X XX O,5
XX   O   ,3
  OX    X,1
         ,5
 OOX XX  ,1
 O   X   ,3
 X OXO OX,1
  O  X   ,5
 XO O  X ,7
 X O    X,5
         ,9
X O XX OO,4
    X  OX,1
 XX O    ,1
  O X  X ,2
         ,1
 XO  OXX ,9
         ,3
XXO  O X ,9
 X  OO XX,4
XOXXOO XO,7
 X O X O ,7
       X ,9
  X OX   ,9
 OXOXXOX ,1
        X,1
  OO  XX ,9
  O X    ,9
O OXXOOXX,2
 OO OXX X,8
         ,5
XXOX X OO,7
  X   OXO,1
X OX    O,7
 O OXOXX ,3
   XOOX X,8
X O XX O ,4
OO X   X ,3
   XOOXX ,1
     X   ,5
 X   OX  ,5
  XXOO X ,1
XXOXXOO  ,9
         ,7
         ,1
X O     X,5
XOX  OOXX,5
O  OOX XX,3
O XX  OX ,5
OXXXXOO O,8
 OO OXX X,8
  O X O X,1
 XX  OOX ,1
XX OOX O ,3
 OO  X XX,1
OOXO XX  ,5
      O X,3
X  X O   ,7
XXOXXOOO ,9
   X XOO ,5
 OX      ,8
         ,1
  X X   O,4
 XX   OO ,1
XOOO   XX,5
 X  O    ,6
XX  O    ,3
OX XX  OO,6
         ,5
XO XOX  O,7
OX    OX ,5
X   O XOX,2
 OXX OX O,1
X      O ,5
  XOO XOX,6
         ,9
X   O XO ,4
  X  X O ,2
         ,9
  X XO  O,7
  X   OX ,1
OXO   XX ,9
OOXX     ,5
O OOXXX X,2
  OX X   ,5
   X     ,5
 XXO OOXX,1
OXOO XXXO,5
   O X   ,7
         ,5
        X,5
   X O X ,9
X X O O  ,2
  OXO X  ,1
O XXOX   ,9
XXOXX O O,8
X X XOO O,2
OO XXO  X,3
OX  O   X,8
     X  O,7
X O      ,9
   XXO   ,7
 X       ,4
 OXOX  OX,7
X XOO   X,6
OXX   OOX,6
OX  XX O ,4
         ,5
   XO X  ,1
         ,3
X X O XOO,4
O O XX  X,2
 XX OOXO ,1
 X       ,3
XX OO  XO,3
         ,9
     XXO ,5
      XO ,9
  OXOOXX ,9
XXO      ,5
X        ,9
 XO XOX  ,9
XOXXOX  O,8
      X  ,5
   X O X ,3
         ,1
        X,1
 X  OX  O,1
 XOXOX O ,7
        X,1
 X     OX,3
X OO X XO,2
  O     X,1
XO OX    ,9
XX O OXXO,5
X XO     ,2
  X      ,1
 XXO  O  ,1
  O O X X,8
  XXO    ,1
X   X  O ,9
 OXX   O ,5
 X  OXXO ,9
X X O   O,2
     X   ,5
XXO   OXO,5
  X  X O ,7
      X  ,5
OX  XX OO,4
O X   XXO,5
         ,5
     X O ,7
     X   ,3
 X OXXOOX,1
XX O  XO ,3
 X  OXXO ,9
    XO   ,1
    X    ,4
  OXOO XX,7
   O  XX ,1
         ,5
O  XX OXO,6
OXX  X O ,9
  OX     ,5
X       O,6
 X  O   X,3
X XO O   ,2
X   O X  ,9
 O      X,5
  O X OX ,2
OX XO X  ,9
    XX O ,9
O X X  O ,7
 X   O   ,5
O   XX O ,4
XOX XXOO ,9
XX X  O O,8
         ,5
  OXOOX X,1
 XOOX X O,8
   X X  O,5
OXO  X XO,5
    O X X,8
XOO OXXX ,4
X OX XOXO,5
O X O  X ,9
     X  O,5
         ,5
 X   OOX ,5
XO   XO  ,5
  X    OX,6
  OX    X,7
  XX    O,5
         ,5
 X    O X,5
 XOOOXXOX,1
OXX  O X ,5
XO XO  X ,7
XOXO XO  ,9
   X  XOO,1
      XOX,5
XOOX   X ,7
        X,5
XOXXXOO  ,8
 O  O XX ,9
         ,3
 O  XX O ,4
OX   XXO ,5
  X OX XO,1
  O     X,5
X        ,8
OX   XX O,5
      X  ,9
XXO  O   ,9
         ,7
X O OOXX ,4
 XXXOO XO,1
        X,7
XXO  OXOX,4
 O X  X  ,1
  X   XO ,5
         ,3
X O  O  X,5
     X  O,1
X X   O O,2
OXXXO    ,9
         ,1
O  X OX X,8
OX OXX O ,7
OXXO OXXO,5
     XXOO,5
       X ,5
O  XOXO X,3
 X OOX  X,3
XX  O    ,9
 X    O  ,3
X    XXOO,4
X   XOO  ,9
      OX ,5
O   XO  X,7
 XXOO    ,1
X O XO X ,9
OOXX  X  ,5
X  X O   ,5
   O XXXO,2
OOXOXX X ,7
  XXOX O ,2
O OX XOXX,5
X      O ,5
X XX  OO ,9
 XX X O O,8
       X ,5
   O OX X,8
         ,7
X XO OOXX,5
X        ,2
         ,7
 O OXXX  ,3
 X  O  OX,4
X XO  OOX,5
   OOXX  ,9
O XX  OOX,6
         ,6
 O X   X ,6
         ,4
O  XX   O,6
O X O OXX,6
 XX O    ,6
 XO  OOXX,5
         ,3
 O X XXO ,5
 XO      ,5
XO    OXX,5
XX  OOXXO,4
  OOX  XX,2
 X   OX  ,1
   X   XO,1
 X  X O  ,8
  X  X  O,1
X O      ,6
XOXX XO O,8
     X   ,5
   XO    ,9
   OX OX ,2
OX X O X ,5
XX O OXO ,3
         ,9
         ,8
         ,2
  X OOOXX,4
      O X,3
X  X O  O,7
OXX   OXO,5
 XX  X OO,7
O   X    ,3
O  OX  X ,2
 XOX O   ,9
O     XXO,5
OO XX XO ,6
    O  X ,4
 OX    X ,5
   X O   ,5
XXOOX   O,8
   X     ,6
         ,3
     X   ,5
X X OX O ,2
 XX OOOXX,4
         ,9
O    X   ,4
        X,7
 XXXXOO O,8
 XX XO  O,8
       X ,5
     O X ,5
 X O   XO,5
X OX  O X,5
         ,9
        X,5
 XOX XOXO,5
   O  OXX,6
OO O X XX,7
 X   O   ,9
O XOX  X ,7
 X       ,1
X  OXXO O,8
     OX  ,9
         ,5
  X O   X,6
  OXO X  ,1
XO  X XO ,9
XO  XOXO ,4
      X  ,1
OXO XOX X,4
XX  OXXOO,4
X O XO   ,9
 OX X  O ,7
 X    XOO,1
         ,6
 X XXO  O,3
OXXX X OO,5
  XOO   X,6
         ,3
   XO    ,3
 OX  X   ,9
 OOXX X O,6
O       X,7
XO O XX O,3
 O XXOOX ,9
 XXX OOXO,1
    X   O,7
 O X    X,7
 X    OXO,5
         ,2
  X      ,7
       XO,2
   X O   ,3
       OX,5
XOO  O XX,7
OX X    O,5
 OXO    X,6
      X  ,9
 XOXXOXO ,9
         ,3
X O  OX X,8
 O   XX  ,5
OX   X O ,5
  X OXO  ,9
X X   OO ,2
 XOOOXX X,8
XOX   OXO,6
 X  X   O,8
   X     ,5
X X OO  X,4
    O  XX,7
O  X O X ,9
  OXO XXO,1
   XX OOX,6
OXX XOOOX,4
O  X  OX ,5
    X    ,1
         ,5
XOX  OO X,5
 OX  X  O,7
 O   O XX,7
OO   X  X,3
 O    X  ,5
     X   ,3
O X  XX O,5
   X     ,9
XX O  OX ,5
XO  OX X ,7
 XO  XOXO,5
  XXO OX ,9
 XOOX    ,8
O  XXO XO,2
  X      ,1
     X   ,9
 O XX    ,1
 OXOX   X,1
OX   X   ,9
         ,7
      X  ,5
X   OOX  ,4
XOOOXX XO,7
OX      X,7
         ,5
   OO X X,8
XX O O OX,3
 OX   XO ,5
    X    ,3
         ,5
 XXXO   O,1
X X  OXOO,4
 O O   XX,7
O     OXX,4
X  OX XO ,9
        X,5
OXX OOXOX,4
O    OX X,8
 O   XX  ,9
 OX OX   ,9
 X O    X,8
       X ,9
OOXO X X ,9
XOX X OXO,4
    X    ,8
  X OXOX ,9
  X XOOXO,2
      O X,5
X XOX  OO,2
XOXX O O ,7
 XX   OO ,1
         ,9
OX OOXXX ,9
 XX OOOXX,4
X        ,2
         ,9
 X OX    ,1
      X  ,1
   OOXX X,3
 XX OXXOO,1
O   O XX ,9
         ,5
OX  X O  ,8
 X    O  ,3
O X O   X,6
    X OX ,2
OOX  X   ,9
       X ,9
 XO     X,5
 O     X ,5
XOOOOX XX,7
 O     XX,7
   X     ,7
X XXO   O,7
X OOOXXX ,9
X   O    ,4
   XOXXO ,2
OO  X XXO,3
O XXXOO  ,2
  OXX O  ,6
OX OXO  X,8
 O  X    ,1
XO  O OXX,3
         ,3
O  X  X O,5
OO   X XX,3
    O  X ,4
XOXXO   O,7
X  O X   ,7
O XO X X ,7
 OXXXOO  ,1
   O    X,7
X X XO O ,7
X       O,3
  XXX  OO,7
O X OXOX ,9
         ,2
 O    X  ,3
X    O   ,5
X  O    X,6
  O  XX  ,9
         ,5
 X O   X ,5
X O      ,9
 X  O  X ,1
 OXOX    ,7
X XOX O O,2
        X,3
O XXXO  O,7
O XO    X,6
XXO     O,7
 X      O,3
X        ,9
  XX OO  ,9
XXOOXOXO ,9
 OXOO  XX,7
 O OXXOX ,1
  XXXO OO,7
         ,4
XOO  X   ,5
   X   O ,5
    X  O ,7
OXXOX  OX,7
O X X  O ,7
         ,5
O OXX  OX,6
 XO X OOX,1
        X,5
OXX  OOXX,4
O       X,2
      X  ,3
 XXOOXX O,1
OXO XX  O,8
 X  O  OX,3
 XOOX XOX,6
XO       ,5
         ,7
O XOOXX  ,9
X        ,4
         ,5
 XO   XXO,6
OXOXOO XX,7
 OX   OX ,6
XOXOXX  O,8
  XX O   ,7
  X      ,5
  X      ,6
O X O X  ,9
O     XXO,3
XX O O   ,3
OXO OXX  ,9
    X    ,8
       X ,5
XX X   OO,7
O XOX   X,7
XX XOOOOX,3
X OOX XXO,6
  O X OX ,2
X O  OX  ,4
O   X    ,8
X X  O O ,2
       XO,1
   OX    ,1
OXX  OXOX,4
O O XXOX ,2
  OOXXOXX,1
X XXO OOX,2
 X   OX  ,5
XOOX  OXX,5
O  X XO  ,5
XO X O   ,7
    X    ,6
  X  XO  ,9
         ,1
         ,1
OO XXOXOX,3
      X O,1
         ,3
         ,9
   O  X X,8
      X  ,1
 O     X ,9
     O  X,4
  X XOO  ,8
    O X X,4
       X ,5
   X     ,3
X    OX  ,4
O OXX OX ,2
         ,6
XX OO X  ,6
OOXX  X O,5
  O XX XO,1
   XX  OO,6
XXOXOX  O,7
OOX  XOX ,9
         ,5
  X    O ,2
  X OOX X,4
     X O ,7
X  O     ,2
O OX   X ,5
         ,1
  X O X  ,9
X    O X ,9
XX  OX O ,3
 OOX  XX ,1
  O    X ,9
OO   XX  ,5
         ,5
X X  O OX,5
 XOXO X O,1
XO  X O  ,9
OXOX XOOX,5
   O O XX,7
         ,5
        X,7
   O X   ,3
         ,5
 XXO  OXO,1
O O X OXX,2
      X  ,1
         ,5
XOOX O XX,7
X XX  OO ,9
 XX OOXO ,1
XOO OX X ,7
X O  XOXO,5
 XXXOO  O,1
  XOOXX  ,9
  X  O   ,5
   X   O ,5
X        ,2
 OXX OXO ,1
 X X  OXO,5
 XOX XOO ,5
  X XO   ,7
         ,7
XXO   XOO,4
 X   O  X,5
         ,9
      X  ,5
XO OOX X ,9
 X XOOOXX,3
XOXO XXO ,5
         ,9
OXX X OOX,4
X XXXOOO ,9
OXOXOX X ,9
OXXX OOOX,5
 XXOX O O,8
     X   ,5
 XX XO O ,4
XXOO OXOX,5
 X O     ,1
 O  X  OX,1
XXO  XOO ,9
 XOO   XX,7
   XXOO  ,8
       X ,7
X XO O X ,5
         ,1
   XX  OO,6
 X X O OX,1
XOOX  O X,5
 XXOXO O ,1
   X     ,1
XX  O O X,3
XO OXX  O,3
         ,5
   X OXO ,1
OOX   X  ,5
O X     X,7
  XO O  X,5
         ,9
    X    ,9
X O XXO  ,9
X O XX  O,4
 O X XXO ,5
         ,9
 XOXXO OX,7
O  XX  O ,6
OOXX  XXO,5
X OOO XX ,9
   O X   ,7
X     O  ,5
  O XXO  ,4
X O    X ,4
X OX OOXX,5
 XOXX OO ,6
XXO O XXO,6
X O XX OO,4
XX  OXO  ,3
  X  XO  ,9
         ,4
         ,9
         ,5
   XOOXXO,1
 O    X  ,1
 X O OXX ,5
         ,5
O O    XX,7
  X    O ,5
OX   X   ,7
 XX    O ,4
X     O  ,9
 O      X,3
 XXOXX OO,7
X    XOO ,2
      X  ,9
  OX XO  ,5
 O  XXO  ,4
         ,2
 X       ,5
XX OOXOXO,3
    X    ,3
O    XXO ,5
   XOXOX ,3
         ,7
  X     O,1
         ,5
   O X   ,7
 X XOXXOO,1
 XXOO OXX,6
  X    XO,5
  X    O ,5
O   X   X,2
  X      ,9
 X  O   X,3
         ,5
   O XX  ,3
X    O  X,2
         ,1
 O   X  X,4
 X O   XO,5
       X ,3
        X,7
      OX ,3
         ,1
X XOX  OO,7
  O X   X,2
 XO     X,4
      X  ,4
       X ,7
   X  O  ,3
 O  X    ,3
OOXX   OX,6
X   XO XO,3
   X    O,5
         ,7
    XOX  ,3
   X X  O,1
     X   ,9
 X      O,3
X  OX  XO,2
 O   X   ,1
O    XO X,3
X XXOOO  ,2
  XO     ,1
   XO X O,1
   OX    ,7
    OX   ,4
 O X    X,8
     OX  ,4
O X  OX  ,5
 O X     ,3
 XO   XO ,9
X   X OO ,9
   OX O X,1
    XOX  ,8
  O XX O ,4
         ,5
 XX OOOXX,4
    X    ,8
    X  O ,9
         ,5
X OX   O ,7
OO XX    ,6
O   XXO X,4
  X X   O,7
OO    XX ,9
X X XO  O,7
         ,8
    XOO X,1
         ,3
X OXX O  ,6
O     X  ,9
XX XOO O ,7
OXX OOX X,4
  XX O  O,1
XX  OOXOX,4
O XXO O X,6
X  O X OX,5
         ,5
OX XO X  ,9
 O XOXX O,1
     O XX,7
 O OX X  ,3
OXX OOOXX,4
 X OX   O,8
 X OO OXX,3
  X   OX ,1
XOO  XXXO,4
XO   O X ,9
OXX   O  ,4
 OO  XXX ,1
         ,3
      X  ,9
 X X   OO,1
O       X,7
  O    X ,1
 OOXXO XX,1
O XOX   X,7
X   O  X ,9
OXOXOO XX,7
 XO OXX  ,4
   OXXO  ,9
X O X X O,6
         ,9
X X XOOO ,2
  X O   X,6
         ,5
OO XOXXX ,3
OO  XXOXX,4
OO XX O X,6
 XOOOXX X,8
XOX O  XO,4
         ,9
         ,5
  OXX O  ,6
XOX   XO ,5
XO  OXXXO,4
     X   ,1
XOOXXOOX ,9
 O    X  ,3
 OX X    ,7
O O XXOXX,4
OO X X XO,5
