board,decision
 O XXOXOX,1
X XO  OXO,2
 XX   XOO,1
  X     O,1
  O   X X,8
X  O     ,5
         ,3
X O  XOX ,5
O  O  X X,8
    X  O ,7
 OOX   XX,1
O     XX ,2
   OX OX ,2
  X     O,8
   XOOXOX,1
  OX     ,7
X   O   X,7
         ,5
X        ,5
   OXXXOO,3
         ,8
OO X  XOX,3
 OXXXOO X,8
 X O  X  ,3
XO X   OX,5
  XO X XO,1
OXXXOOX  ,9
 X    OX ,1
        X,3
 X       ,7
  X OXOX ,9
 OOXO  XX,7
 OO   X X,8
         ,9
         ,5
XX XOO   ,7
X OXOX  O,7
      O X,5
  X      ,1
XOX    OX,5
         ,1
 X O XOX ,1
X  O    X,5
X  XOOOXX,3
 OX O   X,6
 OX     X,7
   X     ,5
         ,5
   OO XX ,9
 X OO X  ,6
  X      ,9
   X     ,3
X   O  OX,3
 XO OOX X,8
XXOOX XOO,6
XOO     X,5
X        ,7
XO  XX O ,9
  X      ,5
         ,9
  X      ,5
         ,8
XOX O OXX,4
O  XX OXO,2
 OX X O X,4
    XOOX ,2
 OXXX O O,6
XX O OXO ,3
X        ,5
OO X XXXO,5
         ,5
O XX  O  ,5
O XO XXXO,5
 OX O   X,6
OXOX X OX,7
 XXO  O  ,1
 O XOX XO,1
 XX     O,1
         ,6
 X   O   ,5
  X    O ,9
     OX  ,5
   X  OX ,5
 OX   X  ,9
  OXOXXO ,1
XO X  OOX,5
O X    X ,5
 XO X  O ,9
O     XOX,3
X  OOX   ,3
X        ,9
    OX   ,9
    O  X ,1
OX    X  ,9
         ,7
         ,7
 XXXO OXO,1
         ,9
O OXXOXOX,2
X XOO XOX,2
O X   O X,6
   OOX  X,3
X XXXOOO ,9
 XOXO XO ,1
X        ,5
X XO X  O,2
XX O XOXO,5
O  XOXXOX,2
X  OX    ,2
      X  ,4
OXX O   X,6
XXOOOX  X,7
XXOXOX O ,7
     X   ,4
X        ,7
  XO X O ,9
OX  XXOO ,4
         ,1
X O  OX  ,4
X   X  O ,9
 OXXO O X,6
XX XXOOO ,9
         ,5
O  XOXX  ,9
 X XXOO O,8
O   O XX ,9
    X    ,7
 O  OXX X,8
X        ,9
         ,5
X     O  ,6
 XO  XXO ,1
         ,5
   X     ,3
    XOXO ,3
X  OXO XO,2
 XXXOO XO,1
  X      ,2
         ,5
OOX XX O ,9
  X      ,9
X   OOXX ,4
  O O XX ,9
XO X O OX,7
X X O    ,2
X  X XO O,8
OO OXXXXO,3
XX   OOOX,5
X OX  OXO,6
         ,9
 O    X  ,1
XXOO X OX,7
O  XX  XO,2
XO   X   ,4
OO OX X X,8
X OXXO O ,7
X XO   O ,2
O  X     ,5
 X    XO ,5
    XX OO,4
 XXOOXOX ,1
X X  XOO ,9
 X       ,5
         ,2
X XO    O,2
 X OXXXOO,1
         ,5
         ,5
X O XOX  ,9
O OOX  XX,2
 X    O X,1
X X  OXOO,4
 OX OXOX ,9
O XXOXXO ,9
       X ,6
  O    X ,2
  XOO X X,6
XX    OO ,3
 XOOXXXOO,1
X XOO OX ,2
  X      ,9
OXOX   XO,5
XX XOOOOX,3
XOO     X,5
 X O OXX ,5
         ,8
O O OXX X,8
 XO  XXO ,1
OX X X O ,5
X X OX OO,2
 OOXX  XO,6
      X O,1
         ,5
O XX XO  ,5
 X O X O ,9
         ,5
 X       ,3
 XX XOOO ,1
    X    ,3
OX  O  X ,4
 O  OX  X,3
O XX  XOO,5
X   X OO ,9
X        ,4
  XOX   O,7
XX XO  OO,3
 O    X  ,5
   XO    ,3
  X      ,5
OX   X  O,5
      X  ,3
OOXX  X  ,5
 XO  XXOO,4
       X ,9
  X  XO  ,4
X        ,3
XXOOO XXO,6
OOXXO X X,8
X X OO X ,4
OO X X  X,3
   X  O  ,3
         ,1
 O XO   X,8
XXO XXOO ,9
         ,1
 XXOO OXX,6
XO      X,5
O  O   XX,7
 OO XX  X,1
   X     ,7
 O X     ,7
OXXX OXOO,5
O O   XX ,9
 OX X    ,6
   X  O X,5
X O  XO X,5
O OX X X ,2
         ,5
XXO   O X,5
 XO  X   ,5
     X   ,7
   X     ,7
 O XOXX  ,8
O  O X XX,7
 O X   X ,7
 O   X  X,8
    XX OO,4
X  O   XO,5
  X   XOO,5
         ,5
OX   O X ,5
 X    O  ,9
     X O ,5
 O  XX   ,3
      O X,3
O   XXO  ,4
O OX XX O,5
 X       ,1
    X O  ,8
X X XOOO ,2
X     O  ,3
   O   X ,5
   O    X,7
  O   X  ,9
XO OOXXXO,3
         ,5
  X    O ,9
         ,1
X    OXO ,4
O OOXX X ,2
  OXXOO X,1
  X O  OX,6
   X  O  ,5
 XO      ,7
 X  X O  ,8
   X   O ,9
   O    X,7
O  XXO   ,3
 OX O  XX,7
X OOXXXOO,2
XOXX X OO,5
     OX  ,3
   O  X  ,5
      X O,6
 XXO  O  ,1
OXXOOXX  ,9
O       X,3
    X O  ,8
X  OOX X ,7
XO   XX O,4
OXX   OX ,4
 X       ,5
 O OXOX X,8
 OXOX  X ,7
X  OX  O ,9
  X X O O,8
OO  XX   ,4
 X     O ,9
         ,9
         ,2
 XX X  OO,7
  X      ,9
   X     ,9
 XO X    ,4
   X     ,1
  OX X   ,5
XXO OXXO ,9
 X OXXOOX,1
X OO    X,5
X  OOXXXO,3
    X    ,9
XOO  O XX,7
         ,3
    OX   ,3
         ,5
X XO  OXO,2
XX OOXOX ,3
  XOXO   ,7
 OX X   O,7
OXXX  OXO,5
         ,5
 OOOX XX ,9
 XOOXXXO ,1
OXX OXO  ,9
 XO      ,5
OOX XXOX ,4
 O   X   ,5
O  XXOXXO,3
OX X     ,5
         ,5
  XO  XOX,6
   XXO   ,1
   XO    ,3
OOXXX    ,6
  X    O ,7
 O  X    ,4
XO X X OO,7
 X O     ,6
         ,9
         ,9
O   X    ,2
OX O   X ,5
         ,3
O  O  X X,8
O    X   ,9
  X X OOX,6
 XXXO   O,1
X X  O O ,2
XOX  XOO ,9
X    O  X,7
X        ,2
  O  OXX ,9
  O XXXOO,4
 XXXOOX O,1
XXOOX O  ,9
OXXX X OO,7
  OO X XX,7
         ,7
 O    X  ,5
 XX  O XO,7
   X     ,6
O X XX O ,9
OOX XX XO,4
  O X XXO,6
 OXXXOOX ,1
    O X  ,9
X  OO X  ,6
         ,9
  O O X X,8
OXXO O X ,5
XXO OX   ,7
 XO XO OX,1
XXOX O OX,7
         ,5
O OOXX X ,2
XXOO O XX,5
OXXO X  O,7
OX   XO  ,4
  X      ,9
 X O O  X,5
 X       ,1
  O X    ,2
         ,3
X X OX OO,2
XOXXX  OO,7
XO X XOXO,5
O  X     ,5
    XOX  ,1
         ,3
OX X     ,5
 X OX X O,8
    X    ,9
        X,5
   X     ,5
 OXX  O  ,8
 OX  X O ,9
      X  ,5
XOXO XX O,5
O  XXOOXX,3
X  OX  XO,2
 XX OO   ,1
 OOOX  XX,7
  XOO XX ,6
       X ,9
  O XXOOX,1
      O X,3
   OO  XX,7
O XX O  X,5
 X       ,5
  XO X   ,2
         ,9
  X OX  O,1
 X O     ,7
 O  XXXOO,3
OOX  X   ,9
    X    ,2
OX OX    ,8
OX  XO OX,3
X O  O  X,5
OXXOX    ,7
     OX  ,5
         ,5
      OX ,3
XOXXX OO ,9
      XO ,5
XX O  OOX,3
  X  O   ,5
XOOX   X ,7
X   O O X,3
OX   XOX ,4
 XO OXXXO,1
  X X  O ,7
X O      ,6
 X       ,3
  X      ,9
  O  XOXX,5
O  XOXO X,3
OXOX XXOO,5
  X O    ,2
   OO  XX,7
O   OXX  ,3
         ,5
   X  XOO,1
XOO OXXXO,4
         ,7
XO OXOXXO,3
XXOO OX  ,9
OX  X O  ,8
 OX O   X,6
OXOO XXXO,5
         ,5
OX   XO X,4
         ,9
XO  OX   ,3
O XX   XO,5
         ,9
XOX  O  X,5
  X   O  ,1
OO XX XXO,3
 XO XXOO ,4
 X       ,1
XX  O    ,3
X  OXO X ,9
OX   XX O,5
OOX XX O ,7
XOX XO   ,7
OO X X  X,3
O X      ,5
  X  OXO ,5
  OXOXXOX,2
 OXXX  OO,7
OXOXX X O,6
  O   XXO,1
X X     O,7
  OXXOX  ,9
XO  O X  ,4
   X    O,5
         ,1
         ,5
 O O  X X,8
O   OX XX,3
 OXX     ,5
X        ,8
 O XX O  ,6
        X,6
 O X   XO,1
 X   OOX ,5
     XO X,1
 X  XX OO,7
 O XXOX O,3
  OXXO OX,1
X XOXO   ,7
 OXXX OOX,6
XO OX    ,9
OXXO X   ,7
 XO      ,5
XX O O  X,5
O XOXX   ,7
X      O ,2
O X     X,7
 XO X O  ,8
OO X   XX,3
         ,5
OO OXXXOX,3
 OOX  X  ,1
OO XX OX ,6
X  O    X,5
OO O XXX ,9
  OX  X O,1
XXO OO X ,4
OXX O XO ,9
 X X OOX ,3
X X O O X,2
X OXO  X ,7
  X O XOX,2
  OX   X ,5
  X     O,2
XO OOXXXO,3
        X,1
XX XXO OO,3
O  XX XOO,3
X  O  X  ,5
 OO  XXOX,1
         ,1
  OXX  O ,6
O   XXXOO,4
  X      ,7
   OX XXO,2
 X  X O  ,8
OX XOXOOX,3
 X OO XX ,6
         ,5
    O  X ,6
         ,9
OXX OXOX ,4
XOOO X  X,5
OX     X ,5
  O   XOX,1
 O XX    ,1
 X      O,5
X    O   ,4
       X ,9
    XO X ,2
  X      ,8
X      XO,2
    XX O ,4
X  OOXXOX,2
X   O  X ,4
OOXXO X  ,8
   X     ,7
X        ,5
     X XO,1
 OOXXOOXX,1
 O O XXX ,9
     X   ,8
X        ,7
 X       ,7
   XO O X,3
O    X XO,5
 O X  XO ,1
X OOOXXX ,2
XO  XOX O,3
 XO      ,8
         ,5
    X    ,3
 O XXO  X,1
 XXO   XO,5
OXXXO OX ,9
         ,1
O X X  O ,7
         ,7
   X O   ,3
OOXX O XX,7
O X     X,6
   XOXXO ,2
XX   O   ,5
OX    OX ,5
         ,1
O X  X   ,4
 OO XXX O,4
       OX,5
O X      ,9
XXOO  OX ,5
OX   X OX,3
    OX   ,8
XXO XXOO ,9
 XX  X OO,7
  O X O X,1
 X O X   ,3
      X  ,4
  X   X O,5
 X XO O  ,3
O   XO X ,2
   X  X O,6
 X   X O ,7
      O X,4
    XOX  ,3
    OX   ,2
X OO  XX ,9
 XX OXXOO,1
 X OXOXO ,3
     X   ,1
  OX XXO ,1
OXOX XOX ,5
XO XXOOXO,3
  XXO  OX,2
XXOO XXOO,5
X   XO XO,3
 X  X  O ,7
XO   O  X,5
X  XOO  X,7
X  XO  O ,7
  XXO O  ,9
   XXOO  ,9
  X      ,5
 XXOX O  ,1
 OX  OXOX,5
 O  O X X,8
X    OX  ,4
XX   OX O,3
XO       ,5
 XOXOOXX ,9
XX OX O O,8
O X      ,7
O XO O XX,7
O X    XO,2
XX OOXXOO,3
 X  O    ,7
OXOX XO X,5
X        ,3
         ,9
O    X  X,3
OOXX XXO ,5
X  X  OO ,9
XOXXOX  O,8
 XXOO    ,1
XOXXXO O ,7
  O    X ,9
         ,5
X        ,3
         ,5
X   XOXO ,3
XOXX O  O,7
 XOXOX  O,7
   XO    ,3
XX  OXOXO,3
XO X OO X,5
XO OX  XO,3
OO  X  XX,3
   X     ,1
    X  OX,1
      X  ,3
         ,5
         ,5
O OX X   ,5
O  OX XX ,9
  X O O X,6
XXOXO   O,7
OXX   X O,5
   X XOOX,3
  X  OOXX,4
         ,1
         ,9
  X  X O ,7
O XXXO OX,7
O   X    ,4
 XOOX  OX,1
OX OX   X,7
         ,5
  O  X   ,1
        X,7
X  XOO   ,7
  OXOO XX,7
XXO OXXOO,4
O O XXOX ,4
  X      ,1
         ,5
 X   X OO,7
 X  X O  ,8
X  O   X ,5
X  O     ,5
 XX   OOX,6
XO O XX O,3
 XXOOXXOO,1
O  XX  XO,6
  O    X ,9
 X  X   O,8
         ,1
X        ,7
OX XX  O ,6
  XO     ,6
 O    XXO,3
         ,1
O X      ,9
OXXO  XO ,5
  OOX  X ,2
  O   X  ,2
 X       ,3
XXO O  XO,6
    O   X,7
O X X   O,7
         ,5
       X ,1
 X X   O ,3
  X X   O,7
 OX   X O,5
X OX OOXX,5
    X    ,9
OO XO X X,8
O       X,2
   XX   O,7
OX O X  X,7
         ,6
 XO     X,5
  OOOXX X,8
X XX O O ,7
  X      ,5
 X XO   O,3
         ,5
XXO   X O,6
XXOO  XXO,6
 XXO OXO ,5
X XOXXO O,8
OXXXOOX  ,9
 XXX OOXO,1
XX  OOOXX,3
         ,5
 X       ,9
         ,5
      X  ,3
 XO X  O ,6
XOX X O  ,9
X XXOOOOX,2
  O XX OX,1
 OXO XX  ,1
X       O,3
O     XOX,2
XOO XOXX ,9
XOOX X OX,5
         ,1
O OXXOX X,2
         ,5
 OXOX    ,7
 OOX XX O,1
XOX X O  ,9
   X O   ,7
    OX   ,9
         ,7
X        ,7
   XO    ,7
XXO O    ,7
   O X   ,7
      X  ,1
 OX XO OX,7
    XO X ,1
         ,6
  X  O XO,5
     X   ,5
       X ,3
X  XOOOX ,3
 OO XX   ,4
XOX  OX O,5
O   XOX X,8
 OX XO OX,1
         ,5
  X    XO,5
  XO X   ,1
       X ,3
OXOX XXOO,5
X   X  OO,6
OX       ,5
 O   X X ,5
X OO X   ,5
OO X XOXX,3
XXO  OOX ,5
  OXX  OX,6
 XX  O  O,1
XXOOX   O,8
         ,3
 O      X,5
 X XOOXOX,1
       X ,9
X        ,7
      X  ,5
 OO X   X,1
OXOXXO   ,8
XOXXXO OO,7
   XX   O,6
XXOO   X ,5
OO  X XXO,3
  X    O ,5
         ,3
 O  X    ,3
X X X OO ,9
OX XOO XX,7
XX X OOOX,3
         ,7
  OX X OX,5
 XO  O  X,5
O      X ,5
X    O   ,4
O   X    ,3
        X,3
XOOXX  XO,6
 XX O OXO,1
 X       ,5
O  X O  X,2
       X ,5
XO X    O,7
 XOOO XX ,9
         ,7
 XX O O  ,1
  XXO  OX,2
XXOOX XOO,6
X O XXO O,4
         ,1
OXOOX   X,8
OXO O XX ,9
   X  XO ,1
 X   XO O,1
         ,7
 X       ,3
 X   O   ,1
   X  XO ,5
XOXOOX XO,7
  O X  X ,2
         ,5
         ,3
      X  ,5
O OXX    ,6
X    XOXO,2
    X    ,4
X    O   ,9
 OX XX O ,9
 X  X O  ,1
O  X  X O,5
 XOOOXXX ,9
 OXOXX  O,7
  OOXX   ,8
 OXX  XO ,5
OX XOXO X,3
O XXOOXX ,9
         ,5
X    XOOX,3
         ,5
OXOX   X ,5
XXO  OOXX,5
  O  O XX,7
OXXX  OXO,5
  O     X,7
  O X X O,6
OO X XXOX,5
X        ,7
O XOO X X,6
 OXX O OX,5
OXXXO OOX,6
X X   O O,2
   XO OX ,3
 XO X X O,6
O   XOX  ,3
X X O    ,6
XX  OXOO ,3
O     X  ,9
      X  ,9
X O X    ,9
 X    O X,4
XXOX    O,6
         ,3
OXX O   X,4
O OXX    ,6
         ,1
XXOO XOOX,5
 X OX   O,8
X  XOOOXX,3
XXO   OX ,5
X    O X ,9
X XO  X O,5
   OXO  X,1
     XOOX,3
    X    ,6
XOOXX    ,9
 XO   X  ,5
     X O ,9
X X X  OO,7
 O OXX OX,1
OX X     ,5
X  XO  O ,7
      O X,5
O      XX,3
 OOXXOXOX,1
         ,9
   O   XX,5
         ,1
X O     X,7
O OXXOXOX,2
 X   O   ,9
X OX     ,7
    X  OX,6
X X OO   ,2
O  XX XO ,6
         ,5
   O O XX,7
X O    X ,5
OXXX O OX,7
O X X  O ,7
 XX  OOOX,1
OXOOX XOX,6
O    X X ,7
XX   O O ,3
OXXX O  O,5
 O XX  O ,6
  O     X,7
 OXX OX O,1
 X  O X  ,4
   X     ,5
OX    X  ,5
OXXXXO O ,9
X        ,3
OO  X OXX,4
 OXXX OXO,6
         ,9
         ,3
OX  O  X ,9
    O   X,7
  O OX X ,7
         ,6
O     XXO,3
  X X  O ,7
 X OXOX O,8
O XXO   X,6
O      X ,2
 O   XXXO,1
 XXXXOOO ,9
X O OX X ,7
         ,5
    OX OX,3
XO  XOOX ,9
         ,1
X XXXOOO ,9
X     XO ,4
  O XO XX,7
X        ,9
        X,7
XX   O   ,3
O    X   ,2
OO  XX   ,4
     XO  ,1
   XOO X ,7
         ,1
 X XOXOXO,3
OXOXOO XX,7
 O  X OX ,1
         ,5
  XOXOOXX,1
   X     ,3
         ,1
X X OOOX ,2
    X    ,2
      X  ,1
  X  O X ,5
         ,5
OO XX XO ,6
         ,1
 O O X X ,1
O   X XOX,3
  X      ,9
 XO  X   ,5
         ,5
XO   X   ,3
 XO  OX X,8
     XO  ,4
O X O   X,6
X  O  X O,6
 OOOXXXX ,1
 X  X   O,8
XO  OO XX,7
O   XXOXO,4
 OO XXXXO,1
O X      ,7
         ,5
 OXOXXO  ,9
 O  X XO ,3
OX   OX X,8
       X ,5
 XO  O X ,5
 XX OX  O,1
XX OXXO O,8
O XX OXO ,5
 OOX OX X,8
 O   X XO,1
 XX OXXOO,1
  XXO O X,6
O OXOXXX ,2
X X   OO ,2
  O  X X ,5
 OX O  XX,4
 X OX  OX,1
   OXOX  ,3
X X OOXOX,4
XXOO     ,5
         ,5
 OOXXO X ,1
         ,5
X XOO  XO,2
OOXXX O  ,6
 XX OX O ,9
X        ,7
X O O  XX,7
X OO   XX,5
OXOX XXOO,5
XXO  OOX ,5
         ,1
 XX OO XO,1
 OX    XO,5
X  X OOXO,3
 X       ,5
         ,5
OXX    XO,5
         ,5
   OOXXX ,9
    O   X,3
 OX  O XX,7
         ,4
O  OOXXX ,9
X OOXXOXO,2
O OX   XX,2
OX X  OXO,5
     O XX,7
  XX  O  ,6
         ,7
OXOXOX OX,7
OOXXX   O,7
 XO X OOX,1
O O    XX,7
XOOO XOXX,5
   O X   ,9
   X   O ,5
  OX     ,7
X        ,5
 XX    OO,1
X XXOO OX,2
O   X   X,3
  XXOOOXX,2
XOX      ,4
         ,5
X O  X   ,7
  X O    ,6
 XO O  XX,7
 X XXOOO ,9
    OX   ,9
         ,9
XO XOXO X,3
OXO XX   ,8
         ,5
 XOO  X  ,9
 XOO XOX ,5
O X      ,9
XX    OO ,3
X     X O,4
  X      ,7
        X,5
 O XXOOXX,3
         ,5
    XO   ,9
 XXO OX O,1
XXOO OXOX,5
  XXOO X ,1
X O X X O,6
        X,1
X    OX  ,3
    OX XO,3
X        ,5
OOX X  OX,6
 OXXOOOXX,1
 OOXO XX ,9
 XX   O  ,1
XOOXOX  X,7
     X   ,7
OX    OX ,5
X  OOX X ,9
OOXX OXXO,5
  O  X   ,5
  X      ,6
 X O XXOO,3
O  OXOX X,8
OXX  O X ,5
X    X OO,7
  X  O   ,4
  O X    ,4
 X O     ,1
  XX OO  ,2
        X,1
  X      ,9
   X O XO,3
 O O XXXO,3
      X  ,5
  X   O  ,4
 OOXX X  ,1
 O XXO OX,1
O X XO   ,7
OX    X  ,3
X  O   X ,9
         ,7
XOOXX OX ,9
X    O X ,5
       X ,5
O  X OX X,8
   XO    ,1
OXO  OXX ,9
X  X O   ,2
O       X,7
X  OXXOO ,9
X XOXO O ,9
         ,9
XOO XXXOO,4
    X   O,7
X OOXXOXO,2
 X     O ,7
OXXOXX OO,7
OOX   X  ,5
  O     X,5
OX  X  O ,7
X X O O  ,2
X        ,5
         ,7
XO XXOOX ,9
X    O X ,4
    X    ,1
     X O ,5
X  XOXOXO,3
  X X  O ,7
XO   XX O,4
 X     O ,7
O  X  OXX,3
 OX      ,5
 X  OO XX,4
   OXXO  ,9
OX XO  X ,9
XOXO OXOX,5
XO  XOX  ,3
 O  OX  X,3
XX XO  OO,7
O X XX  O,8
  OXX OXO,6
  OX XX O,2
     X   ,3
  XXOOOX ,2
OXX  O  X,4
         ,5
 O XX OOX,1
X  O X XO,5
XO O XOX ,9
     O X ,1
  O XX   ,4
         ,4
        X,5
 XXOOXXOO,1
         ,2
O X OXOX ,9
   XO OX ,3
    XX OO,4
XOO  OX X,8
OXXXOXO  ,9
XO  X OX ,9
OO X X   ,5
   XX  OO,6
         ,1
OXX  OXXO,5
 OX XX O ,7
  XX OO X,2
        X,7
 X       ,5
XO XO    ,7
 O   X   ,5
   X O X ,9
 X X   OO,1
  XOX OOX,1
 O  XOXX ,3
  X     O,2
         ,8
  O X    ,9
         ,1
XXO     O,8
         ,5
         ,5
O   X    ,7
        X,8
X XO O   ,2
X XOOXXOO,2
OXXX O XO,5
         ,6
  X     O,5
 X   XOO ,9
 OX      ,5
OXXOOXXO ,9
 X   O OX,1
XXO  OX  ,9
X XO     ,2
    X O X,1
X X XO OO,2
XO XOOOXX,3
   X XOXO,5
  OOX XXO,2
         ,5
OX X OX  ,9
OOX XXO  ,4
 O   O XX,7
 X O   OX,1
 XO  O X ,5
X OO X  X,5
O  O XX  ,9
     X   ,3
X  XO   O,7
 OXX  O X,6
 OO  XX X,1
X        ,4
         ,7
   X     ,6
  O X   X,6
         ,8
  X      ,1
  O X  X ,1
O XX O X ,2
 O O   XX,7
X OXO   X,7
     XOX ,4
O XO  X  ,5
 X OX    ,3
XXOXO  OX,7
  OX XXOO,1
      X  ,9
OXOXXOXO ,9
 X XO   O,1
       X ,3
   O   X ,7
 XOOX X O,8
X O X OX ,9
OX XO    ,9
XO X    O,7
XXO  O X ,9
 O    X  ,8
XO    XO ,4
X        ,8
O XX X  O,5
OX    XO ,5
 OXXX OXO,6
X   OX O ,2
 O X X O ,5
         ,1
   X     ,5
 OXXO   X,8
O   X  X ,2
     X   ,5
 X X  O  ,8
O XX  O  ,9
         ,3
X OOXXXOO,2
  X      ,5
X        ,2
OX   OXX ,9
OXOOXXXO ,9
         ,9
 XX O XO ,1
 X  O  X ,3
         ,3
   OXXO X,1
XOOO X X ,9
  XO  XO ,5
 X  O    ,1
 XXOO O X,1
O O XX X ,2
         ,3
XO    XO ,4
 XOX  OX ,5
  XOXO X ,2
         ,7
   XX  O ,6
 OX   OXX,6
         ,5
 O O   XX,7
 X      O,5
       X ,5
 X O OX X,5
     O X ,5
XOXOO  XX,6
         ,5
         ,7
  OX     ,5
O OOXXXXO,2
         ,4
 X OX   O,8
  O  X   ,4
  XXOOXXO,1
   O X XO,5
         ,3
 OX OXX  ,8
O  X X   ,5
         ,1
         ,3
   O    X,7
         ,3
O   X XO ,3
X        ,3
 O X X O ,5
    X  O ,2
         ,9
 O    X  ,4
  X O    ,2
     X   ,5
         ,5
XX OO  X ,6
 OOX X OX,5
    X    ,7
 X X O   ,3
  X      ,5
         ,9
 XX O XOO,1
X O O X X,8
  OX OXX ,9
  XX  OOX,6
  X      ,1
  O   X  ,4
 X O OXXO,5
 OX X O X,6
O  XXOX O,3
  O  X X ,7
        X,5
 O XOX  X,8
X X OOO X,2
         ,7
 X O  O X,5
   X     ,6
  X      ,6
XOO  O XX,5
  X      ,6
         ,3
X   OOX  ,4
 O X XXOO,5
  OO   XX,7
O  X XOXO,5
O X   XO ,5
OOX O XX ,9
    X   O,6
XXO     O,6
    X  OX,1
X OX XOO ,5
   OOX X ,7
O    XO X,3
         ,8
XXO X XOO,6
  XOOX   ,9
 X XOXOXO,3
 XO OO XX,7
 OOX OX X,8
O OXOXXX ,2
OO OXXXOX,3
         ,8
XOXX OOX ,5
O XX X  O,5
  X   OOX,6
     X   ,7
 OO X XX ,1
X     O X,5
OXOO X X ,5
 X O O X ,5
X OO OXX ,9
 OOXX XOX,1
X  O XXOO,3
   X     ,1
XO O  XOX,5
         ,7
 XO X  O ,9
OXXO X   ,7
 XXOXO  O,8
XOX O X O,4
        X,5
 XXO  O X,1
         ,5
XOXXX O O,8
X     OX ,9
XOXOO X X,6
X X  OOX ,2
OO XX OX ,6
 O  X  XO,3
  O   X  ,9
XOXXOO   ,7
OX XXOOOX,3
         ,9
 O     X ,3
XOXXOO   ,7
OX  X  O ,7
OXO OXXX ,9
 XOX  OX ,5
X O     X,7
   O  OXX,6
         ,5
XO   X  O,7
  XO  XO ,5
         ,4
OO    X X,8
XOX O OXX,4
 X       ,8
 XOX XO O,5
         ,5
X    OX  ,4
 OO X XXO,1
  XO     ,1
O  OX XOX,3
 XO  OX  ,9
  OXX O X,1
OOXX XOX ,9
XO     XO,3
XXO X   O,6
O XO  XOX,5
         ,5
   X   XO,1
 OO    XX,7
         ,5
O    X X ,7
 XO      ,5
  X  X  O,1
         ,5
 XXOX O  ,1
     X   ,7
 X OXO   ,8
         ,5
OOX  XXO ,9
OX OXOX  ,3
       X ,5
XOX  O   ,5
O  OXX  X,7
X     O X,5
XOXO XOXO,5
         ,5
XO       ,8
XXO OOXX ,4
  O X    ,2
   XOO X ,9
 XX   O O,1
 O  X   X,7
OX XOOOXX,3
XXOOXX  O,7
OXOX OOXX,5
         ,3
OO OX XX ,9
O  X     ,5
X    OX O,4
         ,9
XOOO X X ,9
      X  ,1
OXXXOXOO ,9
X XO  OOX,5
  XXO    ,9
OO OX XX ,3
XX XOXO O,3
O XX  OOX,6
  OX XO  ,5
 O   X  X,3
XOX  OXXO,5
    OOXX ,9
         ,5
O  XOXX  ,9
       X ,9
O OXXOOXX,2
 X  O O X,3
   O   X ,7
 X  O    ,3
    X    ,3
X  O XXO ,5
   O XX  ,9
 X O     ,5
   X XOOX,3
OOXX XX O,5
XX OO XO ,3
  XO  X O,5
 XXXOO OX,1
         ,3
O OOXXX  ,2
XOXX OO X,8
  O XX O ,4
 XX XOOOX,4
O   X XO ,3
 XX    O ,7
  X      ,5
  X      ,6
 O XX O X,1
         ,3
    X    ,7
    X O X,1
X O  XOX ,5
XO       ,5
 X  OO X ,9
XO XOO XX,7
       X ,1
  OX X  O,5
 X O XO  ,1
XO   X  O,7
OO  XX OX,4
   O  X X,8
X OOXXXOO,2
        X,5
XX OXO   ,3
OOX  OX X,8
OOXX XXO ,5
 O  XO XX,1
XXOOOXX O,8
X OXX O  ,9
 O   X   ,1
  XXXOOOX,1
 X  X   O,8
 X XX  OO,7
 X       ,4
 X OOX OX,3
   O  X X,3
   X     ,5
      XO ,1
 XOXO  X ,7
         ,7
XO O X  X,5
OX O X   ,7
  X O    ,6
X X  O   ,7
X OX     ,5
  O X    ,9
OX  OXX  ,9
OXXO X   ,7
    X   O,8
         ,4
O   XO X ,2
  O    X ,2
      X  ,3
    XOX  ,3
X XXOXO O,8
      X  ,9
OX  X  OX,7
         ,8
   OXXOOX,3
XX OOXOXO,3
X O O XX ,9
    X OXO,2
X XO O   ,2
         ,5
  X   O  ,9
O  X     ,9
XX  XOO O,8
 O  XXO  ,4
X OOOX XX,7
XOXX O XO,7
X XXOXOO ,9
  OX   X ,5
  X  X  O,5
   XXOXOO,1
OXOXO  XX,7
    X   O,3
         ,9
         ,7
   X     ,5
 O  O XX ,9
 OOX X   ,5
         ,5
 X   O   ,5
 XXO OOXX,1
     X   ,5
OOX O X X,6
         ,9
XOXO XOX ,9
XX OXOO  ,3
XXOXOO OX,7
O XOXX   ,7
XO OX  XO,7
X OO OXX ,9
  XX O XO,5
OX OX    ,8
 OOX  X X,1
 O XXOX  ,3
O  XX OX ,6
         ,5
X   O    ,2
O   X    ,3
X XOXOOX ,9
   XX  O ,6
   O  OXX,1
OX   OXOX,3
X  OOX   ,3
 X       ,1
    OXXO ,1
O      XX,7
         ,5
         ,7
X XOOXX O,8
X  OXO X ,9
         ,9
OO XOXX  ,9
 O  O XX ,9
         ,6
O  X OX X,8
   OOX XX,7
        X,2
O OOX  XX,2
         ,3
         ,3
X   OXX O,4
 X OOX X ,1
     XO  ,9
 OXXOOX X,8
   XO X O,1
OO X O XX,7
OXXO  XOX,6
  O XX OX,1
  OXOX XO,7
     O  X,1
O    O XX,7
O  XXOXOX,3
XOOXOX   ,7
O XX O XO,5
 X       ,3
         ,1
  X      ,9
         ,7
      X  ,3
X OOXXXOO,2
         ,3
O  XO  X ,9
      OX ,5
