board,decision
         ,5
XOX XXO O,8
  X      ,7
O OXX   X,2
  XXO    ,9
   OXO  X,1
X XO   OX,2
XXO OO XX,4
 X       ,7
 X  O X O,1
  X  OX  ,5
   XX   O,6
OO X X X ,3
X   O    ,2
X XXOOO X,2
XOO XXO  ,4
X    X  O,4
OXXOX    ,7
XO       ,4
XXO XOXO ,9
   O   X ,6
X X OO  X,4
OX  OXOXX,3
OO    X X,8
 XX OX O ,1
   X     ,9
  X      ,6
 X OOXX  ,3
 X       ,6
   X  O X,3
    X   O,3
      XO ,9
 X XOOO X,3
O  OXX X ,7
   OO  XX,7
 OX OX   ,9
XXOO   XO,5
   X  O  ,5
 O   X  X,3
 XOXOO XX,7
XXO XXO O,8
 OX   X  ,5
O    OX X,8
O  XOX X ,9
       X ,3
    OX OX,3
   OXX XO,2
     X   ,8
X      O ,2
XXOO O XX,5
       X ,7
 XX  O  O,1
O  O  X X,8
OO  X XX ,3
  X  O   ,9
 X    XO ,9
XOO O XX ,4
  O X XOX,1
X        ,2
X  O O  X,5
      X  ,8
O    X XO,5
  X      ,5
   X     ,5
X X OOX O,2
 X O  OX ,5
       X ,2
X   O    ,3
X XO O  X,5
  X   XOO,5
XX   O   ,3
X OO X X ,2
       X ,7
X  XO OXO,3
 O O  XX ,9
OOXXX  XO,6
  OXX   O,6
X     O  ,3
  XO     ,6
X   O X  ,4
         ,9
 X X    O,3
         ,4
X   OX   ,7
   O X   ,3
 X  O    ,3
   X   O ,6
XO   XO  ,4
  X      ,4
     X   ,5
 XX    OO,1
  X      ,1
 XOOXOXOX,1
  X  O OX,4
XX O OXXO,3
O   XO X ,2
XOXX  OXO,6
X XO   O ,2
X  OX O  ,9
XXO OOX X,4
OOX  X   ,9
 X  XO  O,8
      XO ,1
OX    X O,5
     OX  ,5
OO  XX XO,4
        X,6
 O  X    ,6
   X     ,9
X  OXOX O,3
 OX    OX,6
O XX O  X,2
OO X X   ,5
XOOX O  X,5
XXO XO O ,9
XO XO   X,8
         ,7
XXOX X OO,7
 X OX OOX,1
X     O  ,4
 XO      ,9
         ,4
         ,1
       X ,7
XXO OXX O,4
         ,2
    O X  ,9
X O      ,2
X  XXO  O,3
 X O X   ,8
O     XX ,9
OXOOXXXO ,9
XX  OOO X,3
X  X  O  ,2
 O  X O X,1
         ,6
       X ,1
OO X XO X,3
  OX XO X,5
O     X  ,8
XO X X O ,5
OXXOXO   ,7
    OX OX,3
 O    XOX,5
  OX XOXO,5
   OOX  X,3
         ,7
X    O  X,5
       X ,9
     XOOX,3
O XX    O,5
O X  X  O,5
X O X   O,6
OX O   XX,7
 OO  XX X,1
  O XX  O,4
XOXOX    ,7
XX    OO ,3
X XXO  O ,2
O   XOXOX,3
 X    O  ,8
         ,5
  X   O  ,1
OXO  XXOX,5
XO  OXX O,4
X O    OX,5
X   OXO X,3
XO O  X  ,5
  OX XOX ,5
     X   ,1
  OXO  XX,7
  XXOOXXO,1
 XOXXOOOX,1
XXO O XO ,4
         ,7
    X O  ,2
       X ,6
      X  ,6
 XOO X   ,8
XO   X   ,5
   O   XX,7
O XX O XO,5
   OXXO  ,1
 X   O   ,4
         ,2
XX O  O  ,3
X XXOXO O,8
XXOOX  O ,9
O O X  XX,2
X        ,9
XXO  XO  ,5
X   X O  ,9
         ,2
X  O   OX,5
 XXO O   ,1
 X    O X,3
X  O  XOX,5
OXXXOOOX ,9
O    X   ,4
X O OO XX,7
O   XXO X,4
O  XX   O,6
      X  ,2
X O  O X ,9
    X XOO,3
    X    ,7
     XO  ,8
O XX XXOO,5
XO  XX O ,4
   O   X ,2
XX XOX OO,7
    X OX ,2
XX  OOX  ,4
X XO X  O,2
  X      ,6
X X     O,2
XO  O XXO,4
  O O X X,8
     X   ,5
OXOX OOXX,5
XO X  OXO,3
O   XXX O,3
OX X  OXO,5
X  OX OXO,2
  X OXO  ,9
 X  XOO  ,8
         ,7
 O X OXXO,1
   X    O,7
 XOOXXO X,1
  XXOOOXX,2
O   XX   ,4
         ,3
     OX  ,3
X        ,6
         ,8
O  XX O  ,6
       X ,5
  OO X  X,2
  XXOXOXO,1
OO XX   X,3
 O X XO  ,5
   OX    ,7
OXX OXOX ,4
 XOX X OO,5
 X  O O X,3
         ,4
 OX  X O ,9
         ,4
 XX OOXO ,1
OXXXOO X ,9
 XX   O  ,1
  X X OO ,9
   O  X  ,2
         ,4
 X  O XXO,1
 X       ,9
  O    X ,4
         ,2
X  OO   X,6
X  XOO X ,7
         ,3
       X ,7
    XO  X,1
 OO XO XX,1
         ,3
 X OX   O,8
OXXXX  OO,7
   X     ,5
 OXOX O X,1
         ,5
OXX XXO O,4
 XO     X,7
X XOO    ,2
         ,6
      XOX,6
XOXOXX OO,7
  O O X X,8
   O X   ,5
X   X  O ,9
   XOXXO ,2
  OX    X,7
X X   OO ,2
OXX X O  ,4
X O   O X,5
   O OXX ,9
   XOOXX ,1
 X X    O,6
O      XX,7
XOXX OOOX,5
X X   O  ,2
OO OXXX  ,3
 O      X,6
O X X OOX,6
XO X X OO,5
 OO X X X,1
      X  ,1
X O XXO  ,4
O   OXX  ,9
 O    X  ,1
         ,6
X   OOX X,4
XX  XO  O,3
    XOOX ,2
OX OXO  X,8
  OX  X  ,1
XOX OX   ,8
XXO OX  O,7
O OXX    ,6
 O XX O X,1
OO  X X X,3
    X   O,2
 O X   X ,3
XO  OOX X,4
    OXX  ,9
  XO   X ,9
 X     O ,6
 OOX X XO,5
 X      O,6
       OX,7
  O X    ,7
         ,3
X X OO  X,4
  O   X  ,4
XOOXXO   ,7
X O     X,5
XOO OX XX,7
X X  XOO ,9
         ,2
  X      ,5
O X      ,9
  XXO    ,6
X        ,8
OOX XXOXO,4
 OOX XXOX,1
O OX X  X,2
 X O XOX ,1
 OOXX O X,1
 OX  XXOO,5
OXXOO XX ,6
OXXO OXXO,5
   O  X  ,9
 XXXOOXOO,1
     X   ,2
XXOO  X  ,9
X     O  ,6
 O   X X ,5
O X XO OX,7
 X       ,9
 XO  XOOX,5
         ,9
 X     O ,1
  OX    X,2
 XXO O  X,5
      X  ,1
X O  OX X,4
X XX  O O,8
OXO   XOX,6
         ,5
XX XOOOOX,3
XOX X O  ,9
         ,5
      OX ,6
 OX O X X,8
O   X    ,6
OXO   XXO,5
O    O XX,7
         ,9
X   XOXO ,3
 OO OXX X,8
   O XX  ,9
OO OXXXXO,3
   OX O X,1
O   X    ,4
 X     O ,4
    O X  ,8
OXX  OX  ,5
 X XOXOOX,3
 OOXO X X,1
X O  XX O,4
 X   O   ,1
 X  OOXX ,4
     X   ,9
O      X ,4
XXOXX OO ,9
XOX   O  ,8
XOXXXOO O,8
        X,4
  O  OX X,8
XX O  XO ,3
OXXXOO OX,7
 O   X   ,4
OOX X    ,7
   X     ,2
 OXOXXO  ,9
XX O O OX,3
 O   X X ,4
 X   O   ,3
X  X O O ,7
X O X OX ,2
X O      ,6
     X   ,8
OXO XX   ,4
         ,3
X XOO OX ,2
         ,6
XOX  OX O,4
  X      ,7
   OOX  X,3
  XO     ,9
XX   O O ,3
     X   ,3
 OOXX XOX,1
         ,1
O XO XX  ,5
         ,1
 O   OXX ,9
X     XO ,4
         ,6
X   O XXO,4
OXXXOO OX,7
O XX OX O,5
XOX   XO ,5
 X    O  ,3
OOX   XXO,5
XO OXXOX ,9
 XOO   X ,5
 OO XXXOX,1
OX       ,5
X        ,7
         ,3
   OOXXXO,1
      XO ,5
 OXOXX O ,7
         ,8
OOX X   X,6
 OXX OXOX,5
   X   OX,6
 X XOX  O,1
         ,2
 OO   XX ,9
     O X ,7
   O   X ,2
 X OO XX ,6
       X ,3
OO OX XX ,3
 OX X   O,7
 OX O  XX,6
    X    ,7
X XO  OX ,2
X   XOXOO,3
     O  X,1
XX OOX O ,3
O       X,2
         ,3
O   X    ,2
         ,7
 OOXXO  X,1
XOOX XOX ,5
OXOOXOX X,8
         ,4
 X XOO XO,1
XO O OXX ,9
   X   O ,1
X        ,5
 OX XOO X,1
     O  X,3
XO XOO  X,7
   X     ,6
    X    ,3
  X    O ,2
      X  ,9
 OXXOOX  ,1
OX X     ,7
 XOOX    ,8
 XX  O   ,1
XO O   X ,3
  XXOOXO ,1
        X,4
 XO X  O ,6
XOOO  XX ,9
       X ,6
X O   XXO,6
OOXX OXOX,5
 O XOXXXO,1
OX XOOXOX,3
 X       ,5
XOXO OOXX,5
OOXXO  X ,9
         ,4
O XO    X,6
         ,1
XOX OO XX,4
 X    OOX,4
         ,6
  X    O ,4
 X O XO X,1
  XXOO X ,2
 X       ,6
X O    OX,5
  OXXO  X,1
O  OX   X,7
O X   X O,5
XX  OO  X,4
O XXX OO ,6
OXOOX   X,8
X      O ,4
    OX   ,1
   X     ,6
      X  ,4
O XO X X ,7
 XO  OX  ,9
         ,4
 X       ,3
         ,6
O XO X   ,9
XO XOX XO,7
         ,3
X    O   ,5
  X XO O ,7
X    O   ,4
OOX     X,6
  OX     ,1
X    OX  ,4
XX    O  ,3
 X O   OX,1
  O  X   ,9
   X  OXO,6
  OXX  OX,1
    X    ,8
         ,8
  X      ,9
 XO OOX X,8
 OXX  XOO,1
   OXOOXX,1
X   OOXXO,4
 O  X  X ,9
   X  OX ,2
 X       ,9
O   XO X ,2
O   X X O,3
O  OOX XX,3
 O XXOXO ,1
OX  X   O,8
  XX OXOO,1
         ,7
XOX  O OX,5
    XOOX ,2
O X OX X ,9
         ,6
OXX X  O ,7
 X X XOO ,9
OX OOX XX,7
XOX XXO O,8
O X O XOX,6
  O XX   ,4
 O    X  ,6
 O X O  X,7
X        ,4
XOXXO    ,8
XOXOX OX ,9
 XOXXO OX,1
O O XXOXX,2
O O XXO X,4
XO OXXOXO,3
X X OOX O,2
OX   X O ,9
 OOXXOX X,1
X XXO O O,2
   X     ,8
OOX   X X,5
O OX XOXX,2
     X   ,4
O   OXXX ,9
         ,6
     X   ,4
   X     ,9
 XXXOO  O,1
X XO     ,2
    XX OO,4
XOX OOOXX,4
 XO X X O,6
  XXO    ,6
X O XOX  ,9
  X   XO ,5
    X   O,2
   X  O  ,1
 XOO XO X,1
 O X XOXO,5
     OX X,8
       X ,7
OXOXOX OX,7
  OOX X  ,8
         ,9
  XOX  O ,7
X XXXO OO,7
XX    O  ,3
   XO    ,2
XX O X  O,3
 X   OX O,3
X OX X  O,5
XXOO     ,6
       X ,5
 XO O X  ,1
X  X O XO,3
        X,8
   XO    ,9
    X    ,7
XOOXO   X,7
 XXOOXXO ,1
OXXXOO   ,9
XO   XOOX,3
  O     X,4
         ,8
XOO  XO X,5
 X     O ,9
 XOX  X O,6
O   X X  ,3
       XO,7
O   XX  O,4
 XOO XXO ,5
         ,5
XO XO OXX,3
O X    XO,5
         ,9
         ,4
X        ,8
         ,6
  XXO OXO,1
XOO  X X ,5
XO OX XO ,3
   O  X  ,2
X O X X O,6
  OX    X,5
XXOO  O X,5
 X O O XX,5
O   XX   ,4
 O X  X  ,1
   O  XXO,3
 O      X,8
         ,5
XOOOXXX  ,9
 O X X   ,5
  O     X,2
O   XOX  ,3
OO OXXX X,3
X    OXOX,4
XXOO    X,5
 O X X   ,5
OO OXXX X,3
  OXXO X ,9
        X,7
OXXX O XO,5
 OO X OXX,1
    X    ,7
OXXXOOOX ,9
 OXXOOXXO,1
  X  O   ,1
 OXXO   X,8
  X      ,2
OXX      ,4
X O X OX ,2
XO OXXXOO,3
   X X OO,5
  X      ,8
 OOX  XX ,1
  XO O X ,5
 O X X O ,5
XXOXOX  O,7
 XOXO    ,7
 OXXOXO  ,9
   X     ,3
OXXOO XOX,6
  X  O   ,4
XOX  XOXO,5
   XOXO X,3
 O XX XOO,1
 O  XOXX ,3
 OX X  XO,7
X OXOO XX,7
         ,6
X  X O   ,7
 X    O  ,1
XOX OXOXO,4
 X X    O,1
X XO  OOX,2
 X     XO,5
XO   XXO ,5
     X   ,1
X XOOX O ,2
   X     ,8
    OXXXO,1
OXXXOOOX ,9
 XXXXOO O,8
O O XX OX,4
         ,1
 XXO     ,1
         ,7
O  X     ,5
XOXXOO   ,7
  X O    ,2
    XOO X,1
 XXO  OOX,1
X   OO X ,4
   X     ,5
X    OO X,5
        X,1
X    O   ,4
       X ,9
 O X X  O,5
         ,3
   X     ,6
X        ,4
 XO O   X,7
XOX   XO ,5
       X ,4
        X,2
  XO OXXO,5
X  O O XX,5
 XXXOOOX ,1
XO       ,4
X        ,4
OOXXOXX  ,8
         ,8
XXOO O X ,5
 XX OO XO,1
 OX X O  ,6
 OXX XO O,5
X  XO OXO,3
 OXXOOOXX,1
XOOX   OX,5
 XO  OXX ,9
XX   OO  ,3
 XOO X XO,5
  XO    X,6
 X  X  O ,3
X  XXO  O,3
         ,9
 X     XO,5
X X   O O,2
         ,2
X  XO    ,7
OO XXOOXX,3
         ,1
 OXOXO  X,1
  XOX OOX,1
O      X ,3
XX O    O,3
   XOXOX ,3
 OXOX  XO,7
X OOX XO ,9
O OXOX  X,2
         ,4
  O XX  O,4
XX  O  OX,3
OX  X    ,8
OXO O  XX,7
 X   OXXO,3
      X  ,1
         ,6
   OX  XO,2
OX XXO  O,8
 OOX XXOX,1
         ,6
 OXOX   X,1
O X   XXO,5
 XX   O  ,1
  X O    ,2
        X,2
         ,8
     O X ,9
         ,3
X O O   X,7
X OXO  XO,7
   XOOX  ,1
         ,7
 XOOO X X,8
O X X O  ,4
  XX OO X,8
   O    X,3
         ,8
 X   OOXX,5
OO XXOXX ,3
  O  XX  ,5
  O    X ,6
XX  OOX  ,4
         ,8
X   X  O ,9
X  OX OX ,2
         ,7
OX O   X ,5
 O XOX   ,8
        X,1
O XXX  OO,6
 O OXX   ,7
         ,8
XOX OXOX ,9
OOXX OX  ,5
   X     ,2
    X    ,2
X O   O X,5
XXOO XOX ,5
  XO OX  ,5
O X      ,2
OOXXOXOX ,9
X XX OOXO,2
 X O  OXX,1
 XXO OOXX,1
 XX O  OX,1
        X,4
     OX X,8
  X      ,9
   X     ,8
 O OOX XX,3
 X       ,9
OXX XOO X,4
  X OX  O,1
      X  ,6
 XX     O,1
 OX X OX ,9
OX XOXOOX,3
X XXXOO O,8
 X       ,4
O  XXO X ,2
OX    X  ,3
  X   O  ,4
 X   O   ,8
 OOX X XO,5
  X X  OO,7
OXO OXXX ,9
  O   X  ,2
     O X ,9
 O X X OX,5
O O X X  ,2
XO   X   ,8
  X      ,5
 X       ,1
    OX X ,3
O  X X O ,5
O  X  X  ,2
OXX  OOX ,5
  XXOOXO ,1
X  X O XO,3
 XO  XOXO,5
      X  ,2
 X O O  X,5
  O OXXX ,9
 OX XO OX,1
X O   XXO,6
         ,7
O O X OXX,2
         ,7
 O O X X ,5
 XO OO XX,7
XOXOXX  O,7
O  X O XX,7
         ,7
OXX  XOXO,4
XOOOXXX O,8
      X  ,3
XO XO OXX,3
X OXO  OX,7
XO  OX   ,8
  OX XOX ,5
         ,9
XXOOOX XO,7
 O   X  X,3
OXOX OOXX,5
 XXO   O ,1
  O  X   ,5
   XX   O,6
X X O    ,2
  XOX OOX,1
         ,5
O XOO X X,6
OXOX  OXX,5
         ,6
OX    OX ,5
 O OX XOX,1
O     X X,8
 X       ,9
X XOOXOXO,2
         ,9
O  X  X  ,5
OO XOXOXX,3
    X O  ,1
X   X OO ,9
  X      ,7
         ,8
    XOOX ,2
 X XO XOO,1
X  XO  O ,7
XX OXOXOO,3
OXXOX  O ,7
OX X  O  ,6
XOXOX O  ,9
 X       ,4
         ,5
OOX  X X ,9
OOX   X X,5
XO O XXOX,5
 X O   OX,7
  XOX  O ,7
    X    ,3
 X OXXO O,8
 XXOOXOXO,1
OXXO OX  ,5
XX O O OX,3
     X   ,9
 XXOXOOOX,1
XX OXOXO ,3
O   X    ,3
XOX O XXO,4
  XXO O  ,1
 X       ,5
  O X    ,8
    OO XX,7
 O    X  ,1
  X  OXO ,5
OX    XO ,6
       XO,6
  OXO XX ,1
  OX   X ,5
X O   O X,5
 OOXOXXX ,1
 X OOXOXX,1
XX    OO ,3
         ,7
   XOOXX ,1
X O X X O,6
OXOOXXX O,8
XO   OOXX,5
O  X XOOX,3
        X,4
  XX  OXO,6
         ,1
XXO   O X,5
O O    XX,7
      X  ,5
 O XO  X ,3
     X   ,1
 O   XOX ,1
X  O     ,6
XOXOOXOX ,9
         ,3
  OXO  XX,7
O XX   XO,5
         ,8
X X OO XO,2
         ,1
  X      ,2
 XO OX XO,1
X  O X O ,5
X        ,7
X O     X,5
OO XX X O,3
 OXOXO XX,1
         ,9
   X X O ,5
O XX OX O,5
O XOOXX  ,9
        X,7
 X X O O ,7
OXX XOOOX,4
O   X X  ,3
OX XO O X,3
O  X     ,7
  OXXO   ,9
 X O  X  ,9
X   XO O ,9
XX O  OX ,3
XX XOX OO,7
X  X OO  ,2
 OO   X X,8
   OX    ,1
      X  ,3
  XOO X  ,6
    O   X,3
XO  XOOX ,9
O OOXXXX ,2
XOOOX XX ,9
  X O  X ,4
X XOO  X ,6
      XO ,4
  O   X  ,5
    OX   ,4
XXOO O X ,5
O  XXO  X,3
   XO XXO,1
XO OO XX ,9
OX  O XOX,3
OO   X X ,3
 OXX   O ,5
 XX OXOO ,1
         ,8
   X O   ,2
  O  OX X,8
     X   ,8
  X     O,4
XOXXXOO O,8
      OX ,6
XX     O ,3
   X  O  ,5
       X ,2
XX   OXOO,3
O    XX O,5
 XXO  X O,1
   OX  XO,2
    O X X,8
OX   XOOX,3
OO XX    ,6
X  XO   O,7
  OXO  XX,7
X  O   XO,3
X XXO OO ,2
  OX    X,1
OXX  O OX,5
 X  X O  ,8
 OO  XXX ,1
         ,3
  OOX   X,1
  O X X  ,9
XX X OO  ,3
X     OX ,9
        X,3
 XX XOOO ,1
         ,8
   XX OO ,6
  OXO   X,7
 X  O XXO,1
X OOOXXXO,2
X XOO   X,6
         ,3
 OXXX O  ,6
 X XOOXXO,1
 O X     ,6
   X XOO ,5
XX O  O  ,3
     O X ,4
    X    ,4
O O XX   ,4
 OXO  XXO,5
O  X  XOX,5
X XXOXO O,8
XX O     ,3
X  O  X  ,6
 X    X O,6
O XXO XOX,2
OOXX XX O,5
 XO XOX  ,9
XOX XOOXO,4
XOOOXOXX ,9
 X XO XOO,1
 XXO OO X,1
    O   X,4
XXOOOXX O,8
 OX OOXX ,9
X  X OOOX,5
XX OXXOO ,9
  OXO X  ,1
 O  X    ,9
OOXX OXXO,5
 O  XX O ,4
         ,9
OOX XOOXX,4
 O   X   ,9
   XXO   ,2
OOXXXOOX ,9
 XXO O   ,1
        X,6
 OXOXO  X,1
OXX OXXO ,9
X   OOXOX,4
  X   O X,6
      OX ,2
  OOXX OX,1
  OO  X X,8
   X X OO,5
   XOO  X,7
   X X  O,5
OXOXOOXX ,9
XOOXO  X ,7
  X      ,4
  XXO X O,1
  XX    O,8
        X,1
XX     O ,3
 X     O ,4
 O X     ,8
      X  ,1
XX    OO ,3
    O   X,4
OXX    XO,5
OO  XXOX ,4
OXX  OX O,5
OXX X   O,7
O O XX XO,2
         ,6
 XX OOOXX,4
         ,9
  XOXO   ,7
  XXOO   ,8
 X    XO ,5
OXO  O XX,5
         ,5
 X    OOX,1
O O  XX  ,2
   XOX  O,1
X     X O,4
  X X OO ,9
 O X   OX,5
   OX    ,7
 X       ,4
 OXX  O  ,6
 X  OXX O,1
XXOXOX  O,7
 X  O XOX,3
    OXX  ,4
O     X X,8
   XX O O,6
 O   XXOX,5
         ,3
O O  XXX ,2
 O    X  ,4
X   XOO  ,9
         ,6
XO     XO,5
XOO X  X ,9
XXO XXOO ,9
XO    OXX,5
   O  X  ,8
 O    X  ,5
OXXOXO   ,7
        X,5
 X    O X,8
X  OO  X ,6
    O  X ,2
 X X OO  ,9
 XO      ,7
 X       ,3
         ,3
X        ,8
         ,8
  O XX   ,4
O  XO XX ,9
   O X   ,2
         ,2
XX O XOOX,3
XOX OXOX ,9
XXOO X XO,5
    X OOX,1
         ,3
X  XOO X ,7
XO XOX   ,8
         ,6
 X       ,9
  X      ,1
X X  OOOX,2
 X X  OXO,5
 O     X ,5
   OX    ,7
XX O   XO,3
X OXOO X ,7
 OXXX OXO,6
       X ,6
    X    ,2
  X XX OO,7
X XO     ,2
 OOXX XOX,1
   X     ,7
X     O  ,8
O    XXXO,5
  OXOO XX,7
XO  O X X,8
OXOXXO OX,7
XOO XO X ,9
 X OO X  ,6
   O    X,5
   OXOXX ,2
 OXOX  OX,1
X XO OXXO,5
 O  O X X,8
O   XOXX ,2
 X X  O  ,9
  XXO X O,1
XO    X O,4
  X XO  O,7
XXO X O O,8
XXOOOX XO,7
 OO XX X ,1
  XO O X ,5
 X  XOX O,3
X  XO   O,7
  X OX O ,9
         ,8
OOXO  XX ,5
XOOX   XO,7
 OX  X O ,9
 X       ,4
OX   X  O,5
  O  XOXX,5
XOXOX  XO,7
 X  O    ,1
 XO      ,7
OXO OX  X,7
X O XXO O,4
 X       ,1
O X X  OX,6
  X  O X ,7
   X     ,9
  XOX    ,7
       X ,7
         ,6
    O X X,8
 X       ,4
OO XOX XX,3
         ,7
    OXXOX,2
    O X  ,9
 XO  OXX ,9
 O XX O  ,6
         ,4
  O     X,2
OXX X  OO,7
X   OOXOX,4
X O OX OX,2
XOO   XOX,4
O XXOOXOX,2
O OX XX  ,2
   X  XO ,1
OX XO   X,6
X        ,6
  O X  X ,2
  X      ,8
X X  O O ,2
     X   ,3
         ,2
 XX  O   ,1
X O  XOOX,5
X  X  OO ,9
  OO  X X,8
OXO OXXX ,9
O X  O X ,9
  XO   X ,9
 OO X  X ,1
X XOOXOXO,2
  XO OXX ,5
O X XO OX,7
O X      ,2
O X      ,4
 X   O X ,5
O XO X X ,7
      XOX,3
 O X OXX ,1
XO XO  X ,7
 X       ,8
         ,8
 XO  OXX ,9
  OX    X,1
    X OX ,2
    X OOX,1
O  X XO  ,5
X   O    ,9
         ,7
O  X  X O,5
  OOX X  ,6
  XOO X X,6
X   OXO  ,3
  X  O OX,2
         ,1
X        ,6
XX OO OXX,3
XO  OX   ,8
   XOX   ,2
         ,9
       X ,1
  X  X  O,7
 XOXX XOO,6
 O      X,6
 XXX OO  ,1
X O O XOX,4
 OO OXXX ,9
XOX X O  ,9
X  OOXXXO,2
X X X OO ,9
    X OXO,2
 O XX   O,6
XO OOX  X,3
  OX     ,5
    O OXX,3
X  X    O,7
O XOX  XO,2
OOXX OOXX,5
  X      ,7
        X,8
 OXOXOOXX,1
   X     ,6
O  OXX  X,7
  O  X OX,7
XOX     O,5
O O XX  X,2
X   O X O,4
OO  XX  X,3
 XX  O O ,1
  XX    O,2
X  O  OX ,2
X XOOX  O,2
OXO X    ,8
    X OXO,2
  X  O   ,5
 O   XX  ,1
OOX O X X,6
 OX OXX  ,8
 XO  OOXX,5
OXX XXOO ,4
         ,6
OX   X   ,5
 O X     ,8
X O X    ,9
OXX  XOXO,4
X OOX X O,6
 O XOXOXX,3
         ,8
XOOX XOXO,5
        X,2
      X O,6
X XOXOOX ,2
      X  ,3
OOXXOX   ,9
 O    X  ,3
   OXOX  ,3
         ,2
   OOX  X,3
X    X O ,7
  X     O,4
X        ,6
O   XXO  ,4
O X X    ,7
         ,1
   X     ,8
   X     ,6
XOO X XXO,6
  O X   X,1
   O  X  ,3
OX XXOXOO,3
  OX X   ,5
         ,9
XX  OO OX,3
XOOX X OX,5
X  X O OX,5
     OX  ,5
X XXO OOX,2
         ,4
 XX O  XO,1
O  XXOOX ,2
    X    ,8
       X ,3
   X  O  ,9
  X      ,7
OX   X   ,8
     X  O,1
XOXX OOXO,5
X OX   XO,6
         ,6
         ,7
XOXO X O ,9
   X     ,6
XX XXO OO,3
        X,5
X XO   O ,2
   X     ,6
O  XX    ,6
         ,7
O  X XOOX,3
 OX   O X,6
OOX X  X ,7
 XOX   XO,6
OXOO X XX,7
         ,8
 X OX  OX,1
 O  X    ,6
X    O X ,9
O    X  X,3
        X,1
 X     O ,5
X O  OX  ,4
         ,9
  X O XXO,1
         ,5
 XO      ,7
 O XO X  ,1
        X,4
   XO O X,3
         ,6
    X  O ,1
XOX OXOX ,9
O X  X O ,9
 O     XX,7
 X       ,3
         ,8
O OX XX O,5
XX   O O ,3
   X O X ,9
         ,1
XOO   XXO,4
 X       ,9
 X O    X,3
  X  OOXX,1
 OX  OXOX,5
O  X  X O,5
X OX  O X,5
OOX XXOXO,4
         ,8
 O  O  XX,7
XOOOX X  ,9
  XOOX   ,9
         ,7
  X    XO,6
O XXX OO ,6
     OX X,8
O X  OX  ,5
XOO X OX ,9
   X    O,1
X XXO  OO,2
OXX     O,5
 OXXX  OO,6
 X XOX OO,1
OOX   XX ,5
O XOO  XX,6
OX OOXX  ,9
 X XO    ,8
 OX  X O ,9
 O OXXX O,3
O  X   X ,6
   X     ,1
O  OXXXO ,3
      X  ,1
O  X X  O,5
  XXXO  O,7
 O XOX XO,1
X        ,3
XO OOX  X,3
O    XX  ,8
X X O O  ,2
OX XXO   ,8
         ,9
         ,7
         ,8
         ,6
X X OO   ,2
X O OXX  ,4
   O X   ,3
  OOXX  X,1
         ,2
X X OOO X,2
OXXXXOO  ,8
   X    O,3
XO OX XO ,3
  X      ,5
 X   OX  ,1
  O XXXOO,4
         ,1
        X,1
XO XOX   ,8
O X   O X,6
XX  OOOXX,3
XO O X OX,3
OO   XXOX,3
 O X  XOX,5
  XOX   O,7
X OO O XX,5
        X,4
 X   O   ,1
 OOX XXOX,1
         ,2
X   OX   ,7
  O X   X,1
 X O  OX ,5
OXXX  XOO,5
         ,3
OXXXXO OO,7
X XO  X O,2
  XO  OXX,1
X OXXO   ,9
X X  O OX,2
     X OX,3
    O XX ,9
OO  X XOX,3
 X OX XOO,3
X OOX OX ,2
         ,6
   OX O X,1
  OX     ,5
 XOXOXXO ,1
 O XO X  ,1
X XX  OO ,9
  X  O  X,5
OXX XOOOX,4
 O O XXOX,3
O    O XX,7
 X XO OXO,1
 XOO  X  ,9
X    XO  ,2
X  OXX  O,8
O O XX  X,2
X     XO ,4
XOO   X  ,4
O  OX X  ,3
   X   XO,2
X  O O X ,5
  X O    ,7
XX O  O  ,3
O   O  XX,7
  X     O,4
  OOOX XX,7
  XO  OX ,1
X  O     ,6
 X    O X,8
OX    OX ,5
         ,4
OXXOX  O ,7
         ,9
O OXX XO ,6
XO X  OX ,5
         ,5
    O XX ,9
  O   XX ,9
         ,9
O X   X O,5
  OOOX XX,7
XX XOO O ,3
OOX   X  ,5
         ,7
O XO    X,6
         ,8
O X OX   ,9
 O  X    ,8
  X      ,5
XOXO XXO ,5
         ,7
OXO O X X,8
   OX  XO,2
   X    O,1
O    X   ,2
O   X   X,4
 O  X    ,4
X  XX OO ,9
O   XOXOX,3
   XX O  ,6
OXXO OX  ,5
OXXOO  XX,6
  OX  X O,1
 X  O    ,3
    XX  O,4
XO XX OO ,6
 OOXX  X ,1
X    XXOO,4
    X O X,1
OXOXO X X,8
OX   XO X,4
 O  XXOOX,1
  X  O X ,7
  OX X  O,5
  X  XO O,8
XOOO XX  ,9
 X   O X ,5
O      X ,3
    X O X,1
X        ,9
  X      ,8
X        ,8
  X      ,1
O  O X  X,3
 OOOX  XX,1
OX X XOO ,5
OXX  OX O,5
 O O XOXX,3
   XO    ,6
        X,1
    OXOX ,3
XOXO     ,5
         ,3
XOXO XO  ,9
   X    O,2
 O X     ,5
XOO     X,5
OXO   XX ,5
OO    X X,8
    X  XO,2
XX OXOO  ,3
XX  OOXO ,3
 X  O X  ,9
X XOO X O,2
 XXXXOO O,8
  X      ,4
 OX XO OX,1
X X    O ,2
         ,3
X        ,9
X XO XOO ,2
  OX  X O,1
XXO      ,9
O OXX X O,6
OOX XOOXX,4
    X  OX,1
X   X OO ,9
X X O   O,2
  OX  XXO,6
  X X  OO,7
 O   XXOX,5
    OX   ,3
 X O O XX,5
