board,decision
X  OXOXXO,3
 O O   XX,7
 OXOOXXX ,9
 X  O    ,7
OO  OX XX,3
    X    ,4
   X   XO,6
O XXO   X,6
O  X   OX,7
 XXO OO X,1
 XXXOX OO,1
 X       ,9
  X      ,6
         ,8
 O    OXX,1
X        ,5
O  X X  O,5
X    XO  ,2
         ,6
 OX   XXO,5
OXXO  X  ,5
   X  O X,8
OXO  XXOX,4
O XO  XOX,5
         ,8
OXOX  O X,5
 XO   XXO,6
X O O XOX,4
  X O XXO,1
         ,1
    X    ,8
O    X   ,9
 OXX OX O,1
 X XO  XO,1
X O OXX  ,4
 O X O  X,7
 OX XO XO,7
XXO      ,5
 O  XOOXX,1
 OX      ,9
      OXX,3
  O X    ,6
 X  X O O,8
         ,9
X XOO    ,2
O XX   OX,6
  XOXOOX ,2
 X       ,9
 XOOXO  X,1
X O  X   ,8
         ,8
 O OXO XX,1
 OXXO    ,8
     X   ,5
 O  XO  X,1
XX  O O  ,3
X O  OXX ,9
    X    ,6
XX XO  O ,3
X    O   ,3
 O X OX  ,1
 XXXOXOO ,9
 XXOX  O ,1
         ,9
OXXO XX O,5
   X   O ,6
        X,2
X X  O   ,2
X  OXXOO ,9
O X XO   ,7
  X     O,8
XO  XXO O,4
 X O  O X,1
 X XOOX O,1
    OO XX,7
    X    ,3
 X XOXXOO,1
 X  OXOOX,3
OO XXO  X,3
XOO XOXX ,9
         ,1
O  XX  O ,6
XXOOX    ,8
     O X ,5
         ,4
  O X  OX,1
   O X OX,3
XO  XXXOO,3
 XOXOX OX,7
OX     X ,5
 X X  O  ,9
    X    ,6
    X   O,8
 XXO OOX ,1
X OX XO  ,5
 XOXOXXO ,1
     X   ,5
OO   XX  ,3
X  OO XOX,2
O  XOXXO ,2
         ,9
O   X    ,3
  O X XXO,6
 X  OO  X,4
   O X   ,9
X X O    ,2
OO X XOXX,3
OXXX  OO ,9
X  X   OO,7
         ,3
XXO OX   ,7
 X       ,9
         ,5
X OOX  X ,2
X  OX   O,7
X O   X  ,4
 OXXX   O,6
 X OO  X ,6
XOXXXOOO ,9
X O  OXX ,9
  X  O   ,9
 OX  O X ,4
X XOXXO O,8
 OXX  X O,1
OXXX  OXO,5
  O XX  O,4
         ,9
X        ,7
O XX OX O,5
   X     ,7
O   XO X ,2
  OXOX  X,7
O X XO X ,2
   O    X,8
OO OX X X,3
  XXXOOOX,1
     X  O,8
X X  OO  ,2
XOXOO   X,6
XX O O   ,3
 XX  O  O,1
X  O X   ,5
 X    XO ,4
 O XO X  ,1
    O   X,1
       X ,4
         ,2
X  O  OXX,5
XOX O  X ,9
XXOOXXOO ,9
         ,9
 XXX  O O,8
 OX X    ,7
OX       ,3
 O  O  XX,7
        X,6
  X      ,1
O   X XXO,2
O O   XX ,9
 OOXOX X ,1
 O XX   O,6
XX OX   O,3
  XXO OOX,6
 OXXOX XO,1
O OX  X X,2
      X  ,3
X OX  O X,5
XOOOX XXO,6
 XX OOXXO,1
 X       ,8
X  O   XO,5
OXOX OOXX,5
OO  X XX ,3
OXXXOOOX ,9
         ,6
         ,6
  X      ,7
  O     X,6
 X    XO ,1
   X     ,3
X O  X O ,7
 X   OX O,3
  X  OOX ,1
 OX X    ,7
XX O X O ,3
  OX X  O,5
         ,9
 X   OO X,1
  X      ,7
O X      ,9
         ,4
X OXOO X ,7
  XXXO O ,7
XO X   O ,7
OO O XX X,3
 XX  O  O,1
XO O O XX,5
 XX   OO ,1
XO OOX  X,3
OXXO  XO ,5
         ,5
 XOX  OXO,5
X XO O OX,2
      OX ,5
  X X O  ,4
         ,9
  X O  X ,7
 O OXXXXO,3
OXO  XXXO,5
OXXO X XO,5
X O   X O,4
 OXX  XOO,1
X  OO X X,6
O X    X ,5
 O X  X O,1
OXX   X O,5
X O X O  ,9
O  X O XX,7
OX X   O ,5
 OO  XX X,1
X        ,3
 X O     ,3
         ,1
     X   ,7
  OOXX OX,1
   O XX O,2
 XX O OOX,1
X  OO XX ,6
XOXO O XX,5
OX XO OX ,3
X X OOOXX,4
 X X O OX,7
  O  X X ,5
     X   ,4
O  X  XXO,5
         ,3
XXO      ,8
X     OOX,5
O    XOXX,4
X  O     ,8
XX OOXXOO,3
OX   OX X,8
         ,9
X XOXOO  ,2
XO  OO XX,7
   XOO  X,3
O X  O XX,7
OXOXOOX X,8
 OOXX O X,1
       XO,7
XXOOXOXO ,9
X   O  OX,2
 O X X OX,5
 X   O  X,1
     X XO,2
      XO ,5
O  X OX X,8
O O XX OX,4
         ,5
   O   X ,7
        X,1
 O O   XX,7
OX  OX X ,9
OXOX XX O,5
X X O  O ,2
OX  X O  ,8
 XXO O   ,1
 X  XO   ,8
     X   ,2
      X  ,4
 OX  OX  ,5
X     O  ,3
OOXX XXOO,5
X  O X  O,2
  O   X  ,9
OX   OXXO,5
X X OXXOO,2
X OXX OXO,6
OOXOXO XX,7
         ,9
         ,4
X XO     ,2
X  OXOX  ,3
    XO  X,1
 X    OX ,5
   OX XOX,1
XX   O  O,3
  OX XO  ,5
O    X   ,2
X  OXO   ,9
        X,5
OX  XOX O,3
    O   X,6
 OO XXOXX,1
 XX   O  ,1
OXX X  O ,7
O X   X  ,5
 X XO    ,3
   OXX OX,1
X OX XO O,5
  X O  X ,2
    X    ,6
 O OX OXX,1
  X  O   ,9
 XXXO OO ,1
  X      ,1
 X  OO X ,4
O OXXOOXX,2
         ,4
XXO  XO  ,5
XO   O XX,5
X X  O O ,2
     O  X,3
         ,3
 O OXO XX,1
X XOOXO  ,2
    X    ,1
XXOO    X,5
X   O    ,6
  OOX  XX,1
  O X XXO,6
X  OOX   ,9
    O X X,8
  OOXXO X,1
X  O     ,5
  O OX XX,7
    XOX O,3
O X   OX ,4
OOXX X O ,5
   O   X ,5
  XXOO   ,1
 XO XO OX,1
OXX  X  O,5
  OX X   ,5
XX    OO ,3
XOO X    ,9
 X XXOOO ,9
 OXXO OX ,9
O    X   ,4
XXOX OO X,5
 OX      ,1
  X O    ,7
         ,3
O  O  XX ,9
 X       ,4
 O OOXX X,3
XOXO O XX,5
   X     ,1
  X      ,6
 X     XO,5
   O  XX ,9
XX   O   ,3
XOX  XOXO,5
 XOO  X X,8
X   O   X,2
    O  X ,9
OXXOO X X,6
 XX  OOXO,1
 X       ,4
   XO    ,7
  O X  X ,2
X  X  O O,8
 O XO X  ,1
     XO X,3
 X       ,7
 O   X   ,4
      X  ,9
      X  ,9
O    XOX ,4
 X   XO  ,8
  X O X  ,6
OO X XOX ,5
        X,8
OO XOX XX,3
         ,1
  OXX  XO,6
 O   OX X,8
XXO OOX X,4
O     X  ,9
 OOXXO  X,1
XX  XO  O,3
  XOX    ,7
 O  X    ,3
   X   O ,1
  X      ,4
 XXOXOOOX,1
 XX OXO O,1
         ,3
X XX OO  ,2
         ,5
X  X XO O,8
   O X OX,3
         ,4
  X OO  X,4
   XO X  ,1
 X     XO,5
      OX ,4
 X   OX  ,8
   X     ,3
O  X   X ,5
 O    XXO,4
 O X X O ,5
         ,8
 O OOXXX ,9
 OX OO XX,7
 OO X X X,1
OX  XXO O,4
 OOXX X  ,1
     X   ,2
  XO OX  ,5
O X X OOX,6
XX XXO OO,3
    X    ,1
 X OX O X,1
 O     X ,6
X        ,9
         ,3
X O XXO O,4
O  O   XX,7
 O  X X O,3
   X     ,8
 OX  OX  ,5
OO XX    ,6
 X       ,8
 X     XO,5
X  O     ,7
   XO X  ,1
     X   ,2
    XO  X,1
         ,1
  O OXXOX,2
X  XOOOX ,3
  XXO XOO,1
         ,3
      X  ,8
XX  OXOXO,3
XO X   OX,5
XO   X OX,5
X  O    X,5
   O XOX ,1
 O X O  X,8
  X  O X ,4
XO  O XXO,4
 XO      ,9
O OX XXXO,2
  X      ,2
O   X    ,4
X OO XXOX,5
         ,8
 X     OX,1
   OXO  X,1
XXO  OXOX,4
O   X    ,9
         ,4
         ,7
  X  XOXO,4
 OOX  XOX,1
OX       ,6
         ,3
 OX   X O,5
X O      ,9
 X   O XO,5
    X XO ,3
OO X  X  ,3
 X    O  ,3
X  O     ,5
OX XXO  O,8
  X O XO ,2
         ,4
 XOOXOX X,1
OOXX   XO,5
X OO    X,5
    X O  ,3
O X  O  X,2
 XOX  O  ,5
         ,1
   O    X,7
  X      ,5
 XXO  OX ,1
  XX   OO,7
 XOOX  OX,1
         ,9
   X   XO,6
OXX      ,7
         ,4
      X  ,2
XO  X    ,9
  OX     ,9
         ,9
 XX O O X,1
OX XX  OO,6
         ,2
X X O   O,2
  OX     ,2
OOXX XX O,5
  X O   X,6
  X  O OX,5
   X   OX,1
        X,4
O  O   XX,7
X        ,9
  XO    X,6
XO      X,5
  XOO  XX,6
  X   X O,5
OX  X    ,8
         ,8
        X,4
   X     ,2
         ,4
X OXXOOX ,9
  XOOXX  ,9
         ,9
         ,9
     O  X,7
OOXXOXX  ,8
         ,5
         ,3
  XX   OO,7
  OOXXOX ,2
      X  ,1
O   X    ,7
XO X   XO,7
XOX X O  ,9
 OXXX O O,6
OXO   X X,8
X XXOXO O,8
  X OXO  ,9
X X  O  O,2
         ,4
OXOOOXXX ,9
 XX  O  O,1
OOXX X O ,5
XO  OOX X,4
    X    ,2
  OXX OX ,2
X   XO O ,9
 X   O X ,5
 OX XO  X,1
 XOOX   X,1
 OO XXX  ,1
X O  OXOX,4
  X      ,9
X        ,2
        X,3
 O OXXO X,1
XOXXO OX ,9
  X XO   ,7
OOXXOX   ,9
         ,3
X  OXXO  ,9
 OO  XX X,1
 XOX   OX,5
OOXO  X X,5
OOXXXOO X,8
X X  OO  ,2
 X X X OO,7
X  O    X,5
    X    ,1
 XXX O O ,1
XO X X  O,5
      X  ,6
         ,8
   X X  O,5
 X OX   O,8
X XXO O O,2
         ,7
    XO X ,2
XX    OO ,3
 X       ,7
X XXOX OO,2
  X      ,5
XO OX    ,9
X        ,8
         ,1
         ,3
X        ,2
XO X  OX ,9
 O    X  ,3
        X,7
 XXOO OXX,1
         ,5
       X ,4
 XOO XOXX,1
XXOOOXX  ,9
   X O XO,3
         ,7
XOXXO   O,7
 X       ,8
O  X X   ,5
X    O   ,3
X   O   X,7
OX O   XX,7
 OXO XXXO,5
        X,5
O XXOOXX ,9
   X XO O,5
 OXXOOXX ,1
OXX  O  X,4
         ,1
X   X O  ,9
 XXO OOX ,1
XOOXOX X ,7
OXXXOOO X,8
 X  OX   ,7
         ,4
         ,4
      XXO,5
X OX O   ,7
X        ,7
  O  X   ,2
X    OX O,4
X OO  XX ,9
O XO OXX ,5
XOOX X OX,5
O  XO XX ,9
OX  O X X,8
OXOXO XX ,9
XOXOXO   ,7
  XO  X  ,5
   X OOXX,5
 X O XXOO,3
      X  ,6
       X ,6
OXX X OOX,4
XXO OOXX ,4
  O     X,8
OO XX X  ,3
         ,5
X XOOXOXO,2
 O O XOXX,3
         ,9
O X XXOO ,4
 OXOXO  X,1
         ,2
XXOOXX O ,9
         ,7
X O  XXOO,4
 OX X    ,7
         ,9
XX   O   ,3
X XXOO OX,2
      X O,4
 O  X X O,3
         ,3
OX OXX   ,7
O X      ,5
         ,5
        X,6
O  XO   X,6
XXOXO  OX,7
 X OXO   ,8
  X OX   ,9
 XXO OOXX,1
      OX ,1
 OOXX  X ,1
   OXOX  ,3
OX O   X ,5
XO   X   ,9
        X,8
        X,5
X   O    ,3
OOX     X,6
    X    ,9
XX O OX O,3
O   XOXXO,2
X   O OX ,3
         ,6
X O XX O ,4
 X XOOXXO,1
O     OXX,4
 O OXOX X,1
         ,5
XX XO  O ,3
 O OXXX  ,3
X    O   ,7
 XO OO XX,7
X  OX OX ,2
OOXOXX X ,7
 X  OXO X,3
        X,1
     X   ,5
  X XO   ,7
 X     O ,6
XXO XO   ,9
 XXOOXXOO,1
XX  XO O ,3
X XOO O X,2
       X ,6
O  X O X ,7
  O XXO  ,4
OXOXX O X,6
  O  XX  ,8
XX   OO  ,3
O XOXO XX,7
OXX OXO  ,9
 OX XX OO,4
 XOXO XO ,1
 X OOXOX ,1
   X  OXO,6
 OOX X X ,1
X     O  ,8
 X  X   O,8
         ,4
         ,5
XO  OX X ,7
      X  ,5
O     X  ,8
 O   X   ,3
OX  X    ,8
XX     OO,3
XO  XO   ,9
         ,8
O  X    X,2
 X     O ,1
XX OXO O ,3
O X XO  X,7
  OX     ,6
 XXOO XOX,6
 XOOX    ,8
O    X   ,7
 X  XOO  ,8
 X O  X  ,8
X      O ,9
     X   ,4
    X  OX,1
X OX   O ,7
 O X X XO,5
   X   O ,2
    X O  ,2
 OXO   XX,6
O     XX ,9
O X  X   ,9
 O   X  X,3
X    OX O,4
    X  O ,9
        X,2
 OX      ,6
         ,4
X   XO O ,9
 OXO    X,6
 XXXOXO O,1
 OX      ,5
O    OXX ,9
OO X XX  ,3
    X XO ,3
         ,4
OO XOXXX ,3
XOOOXXX O,8
 XOOOX X ,7
 XO X    ,8
OO X    X,3
 X OX O  ,8
 O   X XO,5
OOXX  OXX,6
O X XO X ,2
X   X  O ,9
         ,8
X        ,3
XX   X OO,7
XO OX    ,9
X  O   OX,5
         ,8
        X,5
  XO XOX ,1
OO  XO XX,7
 X O X XO,5
XXO      ,4
X OX   O ,7
OX O X   ,7
 X       ,1
X     XO ,4
XOXXOOO X,8
         ,6
OXO OX X ,7
OXOX XOOX,5
        X,7
X X OX OO,2
  X  XO  ,9
XO OXOXX ,3
  X      ,4
XOX OOX  ,4
O XX OXO ,5
XOOXX  O ,6
OXO  X XO,5
    X    ,6
  X      ,2
OXX OOXX ,4
OXX XO   ,7
X X OOOXX,4
        X,6
O   X   X,7
 OXOXX   ,7
    X    ,3
OOXXO XX ,9
         ,1
  X    XO,6
       XO,6
O  X OX  ,2
  X     O,4
O XO XXXO,5
 X O XOX ,1
X    OX O,4
         ,9
  X   XO ,5
OXX XO OX,7
 X O     ,5
X OX O  X,5
         ,8
X  O XOXO,3
 OXOXX O ,7
    OX X ,7
         ,2
 O  OXX X,8
O    X  X,3
  X      ,9
 X       ,6
  X X  O ,7
   XX  O ,6
XOXX   O ,5
         ,4
X        ,3
  XOX O X,1
O   X    ,3
X        ,6
         ,3
   OXOX  ,3
         ,4
    X    ,8
X O   OXX,5
XXOOXXO O,8
O O X   X,2
   OXX   ,7
         ,7
O    OXX ,9
         ,2
  X      ,2
X    XO  ,9
 OXO X   ,9
OO  OX XX,3
   O X OX,3
  XOX    ,7
O   XX   ,4
 X OX O X,1
 OOOXXXOX,1
 O  O X X,8
         ,5
  XX OOX ,1
 XOX    O,6
XOXXOX  O,8
 XX O O X,1
         ,4
         ,2
XO   XOOX,3
  XOX OX ,1
         ,5
      X  ,2
       OX,1
X X O  XO,2
         ,6
X O O X X,4
 OX  X XO,1
 OX   O X,6
         ,8
   X   XO,7
   X OXOX,1
   O X   ,1
XO XXO XO,3
     O X ,2
O XOXO X ,2
 O   X   ,4
OXX      ,5
         ,5
X O  O  X,5
     XO  ,4
X   OOOXX,3
 X  X   O,8
OXOXO XX ,9
 O XXO   ,3
X  O  OX ,3
 X OX   O,8
OXX  XO  ,4
     O X ,2
X  XOXO O,3
         ,3
    OXX  ,8
  XO     ,5
  XX  OOX,6
  XXXOO  ,1
 X    O  ,3
XOO XOX  ,4
         ,9
  X    O ,9
         ,1
O    OX X,8
 OO XX XO,4
XXOO XO X,5
   OX OX ,2
X X  O   ,2
 X  XO O ,7
      X  ,1
 O   X   ,4
 X   OX O,3
OXO  OX X,8
         ,2
X        ,6
OX OX   X,7
 OO XO XX,1
   OO  XX,7
         ,7
X OO OXX ,9
  OXX O  ,6
X XXO O O,2
  O OX X ,7
  O  X  X,8
  OX  OXX,5
   OX X O,3
         ,3
O  X X XO,5
OO   XOXX,3
 XXOX OOX,1
XOOX XOX ,5
         ,1
XX  O XO ,3
     O X ,1
 XX    O ,1
X X X OO ,9
OO  XX XO,4
O OX X X ,2
O X XXOO ,4
OO  XXXOX,3
O XX XXOO,5
      X  ,6
  X      ,9
 OOXX    ,6
X OOOX XX,7
         ,1
  X XO  O,7
X O   XXO,6
XOX  XO  ,9
 XX  OO  ,1
X O  XX O,4
X XOXOOXO,2
  O    X ,7
 X  O    ,4
OXOXX    ,6
X   O    ,7
 XXX  OO ,9
 OXXOX XO,1
X  X    O,7
    X    ,4
 X       ,1
 XO OXXXO,1
         ,8
X  X  O O,8
 X XOXO  ,3
OX  OX   ,9
X O O X  ,4
XOOXO  XX,7
O XXOOXOX,2
XX  OOOX ,3
         ,6
X     XO ,4
X O    X ,2
  XOXO XO,2
OX  X  OX,7
 XXO  XO ,1
X       O,7
 XOX XO O,5
         ,1
   X     ,2
 O XO X X,8
  X   O X,6
 OXXXO  O,7
   XOX  O,1
XOX OXX O,8
 X O     ,9
O XOXX O ,7
   X O   ,3
OXOX XOX ,5
XOXXXO OO,7
O       X,4
XOXOO XXO,6
 XX  OX O,1
O   X OX ,2
X OXOX OX,2
XXO  OO X,5
O XX XO  ,5
X X OOO X,2
XO    OX ,3
         ,8
   X     ,5
X  O   X ,9
 X   XOO ,9
  OXOX X ,7
 O  X    ,9
XX O  O  ,3
    O  X ,4
  O    XX,7
O    X X ,9
X    O  X,5
    O   X,4
  OX   XO,6
O X  O  X,8
X   O    ,8
 OX X  O ,7
 O  XO X ,9
O O   X X,8
    OXXXO,1
 X     O ,3
  XXOOX O,1
XOOX XOXO,5
         ,4
         ,3
    OX  X,3
OO OXXXOX,3
  X     O,4
XOXO   X ,7
         ,9
 X       ,8
    O  X ,6
XX XOO   ,3
         ,4
 X  OX  O,1
XX OOXOXO,3
         ,6
 XXXO  O ,1
    X    ,8
OXOXOOXX ,9
  O XX   ,4
XOX   XOO,4
  XO  O X,6
   X OX  ,1
XOX X  O ,7
X O    XO,6
XO OXX   ,9
   O  X  ,8
  OXX XOO,1
         ,3
 X O OXOX,5
   O  X  ,9
XO  X  O ,9
    X    ,7
  X      ,1
XX X OOO ,3
 XO     X,1
   X     ,7
  OXX X O,6
O  X     ,9
OX OX   X,7
         ,6
         ,7
XO XO    ,7
         ,4
 X     XO,5
 XO OX   ,7
X        ,7
  X      ,2
XXOOXXO  ,8
         ,9
OX  XOX O,3
OO     XX,7
         ,4
   OX    ,3
O O X  XX,2
OOXX XXOO,5
X   OO XX,4
X O X    ,9
 XXX  O O,8
OXX XOO X,4
 OXXOXOXO,1
   O  XXO,1
 OXO  XOX,5
O X  OXOX,5
XOX OO XX,4
  X    O ,5
         ,6
         ,1
OOXO  X X,5
XXOOX XOO,6
X XX  OO ,9
X  O X   ,9
 O  OX X ,4
   OX  XO,2
OO OXX  X,3
OXOO XXXO,5
       X ,1
  XXOXOXO,1
XX  O O  ,3
X  XO O  ,3
OX XO XOX,3
O XXXOOXO,2
 O XOOX X,1
OO XX OXX,3
  O X    ,6
XOXX   O ,5
XOOOXOXX ,9
X OX  O X,5
XO O  X X,5
O  O XX X,3
       X ,2
O X X  XO,2
OX OOX X ,7
O OX O XX,7
OXXXXO O ,7
X       O,7
OX XXOXOO,3
XOO  OX X,4
X  XOOO X,3
XO   XO X,3
 OX O OXX,6
 XOO XOXX,1
   X     ,1
X  X O XO,3
X X  OO  ,2
   XO XO ,1
  X      ,6
 XXOX O O,1
        X,3
O XOX  X ,7
 XX OO   ,1
O  X XX O,5
XXOOOX  X,7
 O   OX X,8
         ,3
  X      ,2
O   XOXOX,3
         ,3
       X ,3
OXOX XO  ,5
X        ,2
         ,4
   X     ,6
 O XOOXX ,1
         ,4
         ,4
  O XOXOX,1
XO X    O,7
         ,6
         ,4
 XOX OXOX,1
XOX  X OO,5
   X    O,5
OX X X OO,5
 OX    X ,5
XO O  XOX,5
 X  X O  ,8
 OX X    ,7
    XO   ,4
         ,7
 OXXO    ,8
     X   ,2
XOOOXXX O,8
 OO XO XX,1
 O X OX  ,1
O XXX O O,6
XX  OO   ,3
XO OXXO  ,9
        X,5
X        ,7
X XO  OOX,2
  XO  XO ,5
 X       ,1
 X       ,1
X  O XOXO,5
O  XOXOX ,3
   X   O ,5
OOXXXO X ,7
 XXO O   ,1
  O X XXO,6
XO   X OX,5
       X ,1
 XOXOXX O,1
 OX  OXOX,5
X X  XOO ,9
       X ,4
OXXX O OX,5
         ,1
XOXXOOO X,8
       X ,3
O  X O X ,5
XX    OO ,3
         ,6
X  OOXXXO,2
     X   ,7
O  X     ,7
        X,2
 XOXX O O,6
O     X  ,5
 X   O   ,9
 OX  XX O,5
     XOOX,3
         ,8
 X OX   O,8
OX    X O,5
X        ,2
    X    ,9
   XO    ,9
 X OO  XX,6
      X  ,4
O X X OX ,4
 OX   X  ,5
OX XOO X ,9
OO OX XX ,3
X X O    ,2
XOX  X  O,7
XX  OOX O,3
OXOX XXOO,5
        X,6
OO XO X X,8
X   X   O,2
     OXX ,9
XX O   O ,3
OX   OXOX,3
  X      ,8
   XXO   ,9
XXOX XO O,5
XOXOX OX ,9
      O X,4
 OOOX  XX,1
         ,3
XO  OXXXO,4
   X     ,1
OXOXXO   ,8
X O  O XX,5
XXOOO  X ,6
  OX X OX,5
         ,8
XOXXO    ,8
       X ,6
    XOX  ,3
O  O XXXO,5
 X   O  X,3
OXOOOXXX ,9
OX  XX OO,4
OOXXXO XO,7
         ,6
  X      ,4
OX X XOOX,3
 X   O   ,1
OX OXX OX,7
  X X OOX,1
XX  O    ,3
XOOXO  XX,7
OX   OXXO,5
 OXO X   ,9
OXOX OOXX,5
      X  ,8
X   OO  X,4
         ,9
O OOXX XX,2
X    OXOX,4
         ,7
X  OXOX O,3
         ,1
  X XO O ,7
O   X    ,6
        X,7
    XX  O,4
   XO    ,6
      O X,2
 XO OO XX,7
 OX  O X ,5
  XOXXOO ,9
XO X  O  ,6
   O XXO ,2
         ,2
         ,8
  X XO O ,7
  O X    ,7
         ,5
 OXXOX  O,1
   O X   ,8
XXOO X  O,8
   OXX   ,8
 X     O ,7
         ,6
XO XOO XX,7
O X      ,2
         ,4
 O X  X  ,1
OX X OXXO,3
 OO   X X,8
   O XX  ,8
O X     X,6
      XO ,1
XXOX O O ,7
 X  O    ,6
   X XO  ,5
X O   X  ,4
         ,1
    XXOXO,2
  OX   X ,1
X   O    ,7
 OX  OXX ,5
 O  O  XX,7
         ,8
  OOOXXX ,9
XX O  O X,3
OX O XX  ,5
  XOO X X,6
 O X X OX,5
 X XOOXXO,1
O   X O X,4
O  XOX X ,9
O OXX XXO,2
OO OXXXOX,3
  X  O  X,7
X    OX O,4
X  X    O,7
O XX  O X,6
OOXOXX X ,7
    O  X ,7
XXO   XOO,4
 X   OO X,1
         ,3
X   X O  ,9
 OX   X O,5
   XX O O,6
OX      X,6
XOXO OX  ,5
  X XO O ,7
         ,1
X  OXXOO ,9
XOOOOXXX ,9
X  OXX  O,2
   O XOX ,1
OX   XX O,5
         ,4
    OX   ,8
   OOX XX,3
X   XOXOO,3
 X  XO  O,8
 XXOOX O ,1
O XXO OX ,9
 X   X OO,7
         ,6
 O X   X ,9
X      O ,6
  X XO  O,7
XX  X  OO,7
 XOOX   X,1
X XOO   X,6
  XXO OX ,1
   X     ,7
X X   O  ,2
   X OXO ,1
    X   O,8
 O X     ,9
         ,9
        X,4
OXXXO OX ,9
   X     ,8
 O    X  ,9
XO   X OX,5
  O    X ,5
XXO X OO ,9
XX  X O O,8
 XOOX X  ,8
 OX OOX X,8
 OX  X O ,9
OO  X  XX,3
 O X     ,1
  X      ,6
O X  O X ,7
X XOOX O ,2
    X O  ,8
X  O   OX,5
O       X,3
    XO   ,1
OOXOX  X ,7
O      X ,7
   X XO O,5
   X     ,1
X  O    X,5
OXXO X O ,9
X    XOO ,9
XX XOX OO,7
   XO X  ,1
 XXXOOOX ,1
    X    ,1
  XXX  OO,7
       X ,3
X  XX O O,8
    OOX X,8
XO  XOXXO,3
X OX     ,7
      X  ,2
 XOXX   O,6
OXXXOX O ,9
O X  OX  ,5
X   X OXO,2
OXX    XO,5
X  OXXOXO,2
  O X X  ,1
OX XOX   ,9
X    O   ,5
O XO OXX ,5
OXXXOXOO ,9
 X       ,5
X O XXO O,4
  OOXOX X,1
XX XO OXO,3
OX XOO X ,9
XX   XO O,8
OOXO XX  ,5
OXX X O O,8
  X O XOX,2
OXO XXX O,4
 XO   X  ,6
XOXO OOXX,5
 X OXXOOX,1
 XOXO X O,1
         ,3
 XXOO O X,1
 O  XX OX,1
OX  XXOO ,4
         ,6
 O OXXXXO,3
 X     XO,5
         ,3
      X  ,9
O X  OXX ,5
XOX  XO O,8
XOXOXO X ,7
 X XOOXXO,1
XOXOXX  O,7
  X    O ,4
 O  XXOOX,1
        X,4
 X       ,7
OOXO  X X,5
         ,7
X    OO X,5
  X X   O,7
X XOOXOXO,2
 XX XO O ,1
         ,5
    O X  ,2
    X   O,8
 OXX  X O,1
    X    ,1
 XXO OX  ,5
X  XO   O,7
  X  XO  ,9
     XO X,3
   O    X,1
       X ,1
   X     ,9
OXO XOXOX,4
 O XXOXXO,3
         ,9
O XXOXXO ,2
X X XOO  ,2
X  O OXOX,5
  O  XOX ,5
 O X X  O,5
XOXOO XXO,6
 OXXO  X ,6
X   O  OX,2
 OXX O XO,5
X        ,9
 X     OX,7
  OX     ,7
   X     ,7
     X  O,7
XXOO OOXX,5
O O XOXX ,2
O      X ,6
         ,9
      XO ,3
         ,1
X    X OO,7
O  X    X,2
OXXOOX X ,7
        X,5
OOX XO XX,7
   O  X  ,5
O XXX OXO,2
  XOX    ,7
XOXXX  OO,7
       OX,3
O O  X X ,2
O X    OX,6
 OOX   X ,1
OX  X X O,3
 X OOXXOX,3
         ,3
  OX X O ,5
  O     X,8
 XXOX O O,1
 XXOO O X,1
XX    O  ,3
OX O X   ,7
XOOOX XXO,6
 OO  XX  ,1
XOX X  O ,7
OXXXO XO ,9
XXOXOX OO,7
O O XXOX ,2
   X     ,3
O   X    ,7
         ,2
 XXO OXOX,5
 O   X  X,3
OX XO X  ,9
XX O  OXO,3
X        ,7
  XOXXO  ,1
XX  OO   ,3
 XXOOX  O,1
 O  X OX ,6
 OOXX    ,6
  XX OXO ,1
         ,5
     XOOX,3
    OO XX,7
 OX  OXX ,5
X X  OOOX,2
        X,1
XOX XXOO ,9
 XXOOX XO,1
         ,4
         ,3
   O   X ,1
O X  X  O,5
O X  O  X,4
   XO X O,1
 XX OO X ,4
 XO O XX ,9
 O  X XO ,3
X   O  XO,4
         ,6
         ,9
   OX OX ,2
 OX XOOXX,1
OXOOXXX O,8
OOX  XXO ,5
OX   O XX,5
X X OOXOX,2
X OXO   X,7
        X,6
 X    O  ,6
 X  X  O ,6
  X  O OX,5
O    X XO,5
  O     X,5
     X   ,3
 O   XOX ,3
         ,6
         ,9
XX    O  ,3
  O  XOX ,5
 XXO     ,1
    X    ,8
X OOX X  ,9
X   OXO  ,3
O  XXOXOX,3
XOOXOX  X,7
         ,4
   X     ,2
XX      O,3
O X      ,9
 XXO   O ,1
 XOO   X ,5
 O XOXOXX,3
XOO  XXO ,4
X        ,2
  X  O   ,8
O  XXOXXO,3
    O X  ,2
XOXOX OXO,6
   XOX   ,8
XO    OX ,4
OXO   XXO,5
  O  XX  ,4
O   XXO X,4
 O  X X O,3
 O XOXX O,1
X OOX  X ,2
O XXXOOXO,2
XO O  X  ,6
    X    ,8
X O      ,8
X   XOXOO,3
       X ,2
 OO XX OX,1
  X O O X,6
 X  O  OX,6
         ,2
 OOO XX X,8
    X    ,2
XOX  X O ,5
       X ,1
 X  O  X ,4
O    X   ,4
X   OO  X,4
X    OXO ,4
OOX X O X,6
O   OXX X,3
 OOXOXXX ,1
OX O    X,7
         ,1
XX  OXOXO,3
    XX  O,4
XOO XXOX ,4
OO   X XX,3
XO OOXXXO,3
 OO XO XX,1
XOOXO  XX,7
X OO  XXO,6
 O XO  X ,1
X        ,5
XOXO XOXO,5
      X  ,2
 OOOXX XX,1
