board,decision
 X O OX X,5
 XXX   OO,7
         ,9
  O X  X ,2
 OXOXO  X,1
XO     X ,7
    X XO ,3
         ,1
O XXOXXO ,2
X  O  X  ,3
 OO XOX X,1
OO X  XOX,3
XO  OXOX ,3
XOOO XOXX,5
 XOXOX OX,7
      X  ,5
  X  OOX ,1
 X  O   X,7
 XO    OX,7
       OX,9
         ,7
 X XX O O,8
XO XXO  O,7
OX O    X,7
XO X O OX,5
         ,5
 OX  XXOO,5
O   X XXO,2
    XOX  ,3
 XXOOXOXO,1
X   O    ,1
  XXO O  ,9
O XXOOOXX,2
 XO  X O ,7
X  OX  O ,9
   O   XX,7
    O  XX,7
 X X  XOO,1
       X ,5
XO O XO X,3
  OXOOXX ,1
O X X O X,4
O XOX   X,7
OXO XX O ,4
   X     ,5
         ,9
    X    ,5
 X  O   X,7
 XOX O OX,7
XOX OOXX ,4
  XX   O ,9
XXOOXX OO,7
         ,1
   OOX  X,3
 O X   X ,5
XO OOXX X,8
 O XOXX O,1
O X  XXO ,5
   OX    ,9
O XO  X X,5
 X  XXOO ,9
OX  XX  O,4
X X O  O ,2
 X XO  O ,1
X OX XOOX,5
X X O    ,2
 OX OXX  ,8
OXOX  OX ,5
  XOX    ,7
X XO   OX,2
      X  ,5
O   X  XO,2
O   XXO  ,4
O X  X   ,9
         ,1
OX   XOX ,4
         ,5
OXXXOOXO ,9
OX   X  O,5
       XO,7
 OOX X OX,5
 O OX X X,1
 OXXOO X ,3
 XO     X,7
         ,1
OXX   X O,5
         ,5
    OX  X,3
O      X ,3
X OX  OOX,5
X     O  ,9
OXX OX   ,9
OXXX O XO,5
         ,3
 X X   O ,9
O X      ,5
OXOOXOX X,8
X    X O ,9
 O X     ,5
XX     OO,3
O   XOXXO,2
 X OXOX O,3
     X O ,3
X OX  O X,5
 O X   OX,5
XOXO  O X,5
 OX OXXXO,1
O X X  O ,7
 O O   XX,7
       XO,7
XOX      ,9
X X O O  ,2
O XX OOXX,5
  O   X  ,3
O  XX    ,6
         ,5
  OX X XO,5
 X       ,5
XXOXX  OO,6
X OO XXOX,5
OO XO X X,8
OXXO O XX,5
   X     ,5
 O OXOXX ,3
         ,1
         ,9
         ,5
XXOO X  O,9
X O  X   ,3
XXO  XO O,5
OXOOXX OX,7
OXXO   XO,5
OO XX   X,3
X  XOO X ,7
 X     OX,3
 X X O XO,3
OXOXX OOX,6
         ,9
X O OXXOX,2
 X   O  X,7
  X      ,5
     X   ,5
      X  ,5
        X,5
 O XOXO X,3
OXOXX XO ,6
O O XXO X,4
 OXX X O ,5
         ,1
OXOO XXXO,5
X OX  OOX,5
O   X  OX,7
     X   ,5
OOXXO X X,8
XXOO  XO ,1
X        ,5
O  X   X ,5
O  XX  O ,6
     O  X,7
OOX  XXO ,5
X OX X OO,5
O XOXO  X,7
O OOXXXXO,2
XO XO O X,3
X  OX  O ,9
 O  OX  X,3
O OXOXXOX,2
         ,7
 OXX   OX,5
  XXX  OO,7
  X  O OX,5
         ,5
 O  X    ,3
XOXX XOO ,5
         ,3
  XO  XO ,5
         ,7
 O   OX X,8
      X  ,5
OXOX XO  ,5
         ,3
     X  O,1
OXXXO OX ,9
    O   X,5
 OXX XO  ,5
        X,5
OX  O X  ,9
 XXOXXOO ,1
    X XO ,3
XO XX OO ,6
         ,7
      X  ,5
  X   XOO,5
 XXO OX O,1
         ,9
O  XXOXXO,3
XXO OXXOO,4
XXOOXOXO ,9
O XO   XX,7
         ,1
XOXO XOXO,5
         ,3
  XO OXXO,5
XOX   XO ,5
 X OX O X,1
   X     ,5
XOXO XOXO,5
 X X O   ,5
O X  X O ,9
 X       ,5
OX OX    ,8
O OX OXX ,9
 OXO XOX ,9
 XXX OOXO,1
      XO ,5
 X O  OX ,5
  XOXXOO ,9
 XOX O X ,9
X  OX OXO,2
         ,1
  X XOOXO,2
 XO   X  ,1
OXX  O X ,5
 X O     ,9
O O XOXX ,2
       X ,5
X O  X  O,9
OXXX O   ,3
XXOO  O X,5
 XOOOXXOX,7
XX O  XOO,3
O X OX X ,9
 OXX OOX ,5
O XOO  XX,6
XX  O    ,3
         ,3
  X   XOO,5
 O  XX O ,4
 O  XX   ,4
   O   X ,3
         ,5
OOX  OXX ,5
XOXOO X  ,6
O OOX X X,8
X OXX  O ,6
   O   X ,5
 XXX   OO,7
  X    XO,7
         ,9
O   X   X,3
 X    OXO,5
 X O     ,3
   OOX  X,3
O XX OX O,5
  X O XO ,2
X        ,5
XOOXO  XX,7
         ,7
   X  O  ,1
  X  X O ,9
 X    OOX,5
         ,9
  X      ,5
X XO X OO,2
O XO X   ,9
    O X  ,9
    O   X,7
         ,1
     X   ,5
X        ,5
XXO O  X ,7
 X XO OX ,3
XOXX   OO,7
    X    ,5
       X ,5
    X    ,5
 OXXOOOXX,3
XX     OO,3
        X,5
 OOOXXX  ,1
   X   OX,7
XX    OO ,3
X XXO   O,2
    X    ,5
         ,1
     O XX,7
 O      X,9
    X   O,7
 X     O ,1
OX X O XO,5
         ,7
 X   XOO ,9
 XOXX O  ,6
OXOX   OX,1
X  OO X  ,6
XOO  X XO,9
OXXO  X  ,5
  OOX  X ,2
 XXOO   X,6
      XO ,3
    OX   ,3
O OX  X  ,2
 X   XO  ,5
    O OXX,3
 X O  OX ,5
 XO  X OX,7
 X X   O ,1
O  OXOXX ,2
   O  X  ,1
         ,9
         ,7
OX OXX   ,7
 X  OX   ,9
   XX O O,6
XOX     O,5
XX O  OXO,3
 OO XXX  ,1
X O   X O,4
         ,5
XX O XXOO,3
    OXOX ,3
 X    XO ,3
  O   XX ,9
X        ,5
OOX XO X ,7
OX  OOX X,8
 OXOO X X,6
OX      X,1
OO X X XO,5
   X     ,5
         ,3
X        ,5
  XX O   ,5
OXXOX   O,7
   XOOX  ,1
         ,3
 X OX    ,8
 O OXX X ,1
         ,7
     OXX ,9
X O X    ,9
       OX,5
O       X,3
O   XXO X,4
XO O XXO ,5
         ,3
OXXO  XXO,5
      X  ,5
 OO  X XX,1
X  X O   ,7
OX OOXX  ,9
  X  O   ,9
O X OX   ,9
  XO     ,5
   X OX  ,1
OXO XXO X,4
X XOO  X ,6
X X  OO X,2
OX XO  X ,9
 O XOX  X,8
O XOXO  X,7
X   OX   ,3
X  XOO   ,7
X O XO   ,9
O X    X ,9
   X   XO,5
O   X XO ,3
         ,3
         ,9
XOO  XOXX,5
X O     X,5
   O XO X,3
OXX XOO X,4
X        ,5
 XOXOOXOX,1
  OXX  XO,6
         ,3
         ,3
   O XO X,3
  X      ,5
 O   OX X,8
X OO X X ,1
O XXXOOX ,2
X        ,5
  X  O   ,1
         ,7
 X       ,5
O X   XXO,5
XOXOO X X,6
  XXO    ,1
OX XXOX O,3
 X  X OO ,9
 OX X OOX,1
   XO   X,7
OX   XOXO,5
XO OXXO  ,9
 XO      ,1
X O  OXOX,4
X X O    ,2
 O  X X O,3
 XOXOXX O,1
       X ,5
   X    O,9
XXO    O ,1
  O    X ,7
 OOOXXXXO,1
 X       ,5
 OXOX O X,1
O XXXOOXO,2
         ,1
XOXX O OX,5
   X     ,5
   O  X  ,3
X  X OOXO,3
     X   ,5
     OX  ,1
XO OXX XO,1
OXX   OX ,4
    O   X,5
         ,1
 X   XO  ,7
 OX    OX,6
     X  O,5
         ,5
O   O  XX,7
OXOX  XXO,5
       X ,5
XOXXOOOX ,1
   OOXOXX,3
 O OOXXX ,9
    O X X,8
 X O    X,9
X XO O OX,2
 O  X   X,1
   X   O ,9
 OOX XX O,1
  OX  X O,1
         ,3
   O  X  ,1
XXO OX OX,7
    O X  ,1
OX  XXO  ,4
   XO  X ,9
X  X O   ,7
X  X   O ,7
      OX ,1
 OXOX    ,7
X OXX O O,6
     X   ,5
        X,5
 O  XOOXX,1
      X  ,5
 OXO XX  ,5
      X  ,5
 XOO  OXX,5
  X OO X ,4
XOOX   X ,7
      X  ,5
  O X  X ,2
         ,9
XX X   OO,7
O XXX O O,6
OX  OX X ,9
 OX  OXXO,5
  XOOXX  ,9
X  X O XO,3
  X   XOO,5
XOXXX OO ,9
OX   O XX,5
    XOX  ,3
   X    O,9
   O  XXO,1
 XOOOXXX ,9
    X OOX,1
  OOXOX X,1
    X O  ,3
OX  X O X,4
OOXXX OOX,6
      XO ,9
        X,5
         ,7
 OOOXXXXO,1
  X     O,9
 OO XXOX ,4
   OX  XO,2
O XX  OOX,6
OO  XOXX ,3
   OOX  X,3
 X  X  O ,1
         ,5
OXOOOX XX,7
 O O  X X,8
 X       ,5
         ,1
         ,1
 O XX OX ,6
      OX ,5
         ,7
X     XOO,4
 OOX X   ,5
         ,9
 OXXX OOX,1
    X XO ,3
X  OX    ,9
 XX OOXOX,4
OX XOXOX ,3
  X   O  ,3
  X   XOO,5
X OXO  XO,7
  X   OX ,5
  X      ,5
XO OOXXXO,7
  OOOX XX,7
   OXXOXO,2
XOX XOOXO,4
         ,5
O    X X ,3
X O  O XX,5
  XO  OX ,1
  X    O ,1
   OX    ,5
    X    ,5
 OOOX X X,1
         ,1
         ,3
 XO   XOX,3
X OOXX O ,9
X XXOOO X,2
    X    ,5
      X  ,5
X      OX,5
       XO,1
OOXXXO OX,7
OXO X    ,8
   XO    ,5
    X   O,7
 O X X   ,5
X OX  OX ,5
X OOO X X,8
         ,5
 XO  O X ,5
 XOX   XO,6
 X X O   ,9
         ,3
         ,1
OXXOX  O ,7
    X    ,5
O X X    ,7
    X  OX,1
      OX ,9
O XOX  XO,2
XOO  X  X,5
         ,1
         ,7
OX OXOX X,3
XXOOO X X,6
X   O  X ,5
 OOXX O X,1
  XOXO   ,7
 XO XOX  ,9
   X X O ,5
 XO      ,3
 OXXO    ,8
 XXO    O,1
X O  OXOX,4
O   X    ,5
XOO  X OX,5
 X XOOOX ,3
 OXXXO   ,7
XOX OO XX,4
OX OXO  X,8
XO       ,9
  XO XX O,5
O XX O X ,9
         ,3
     OX  ,7
 X  O    ,7
  X  O X ,7
XOX XOOX ,9
O O X XX ,2
 OXOOXXXO,1
OXXOOXX  ,9
X XOO O X,2
 X  XO   ,8
 X       ,5
     XOOX,3
         ,1
 OXXO XXO,1
 OX   X O,5
XXO  OO X,5
     OX  ,3
OX   OXX ,5
 XOO   X ,5
XX O XOOX,3
O      X ,7
         ,9
  OXOX X ,7
 XXO OX O,1
 O X XXO ,5
 X  O   X,5
         ,3
 OXOO XX ,9
  X O   X,6
 XO X X O,6
X O  OOXX,5
OOXXXOOX ,1
 XX   O O,1
X XOOXXOO,2
O XX    O,5
O   O X X,8
       OX,5
X  O OOXX,5
  O XXOXO,2
      XXO,3
XXO OO X ,4
  X      ,5
         ,9
         ,7
   X     ,5
 X       ,5
 OXXXO  O,7
   OX   X,1
 XX    O ,1
X XXOXO O,8
      X  ,5
     XX O,1
 X  OOX X,4
       X ,5
OOXXOXX  ,8
OXXO X   ,7
    O X  ,1
   OX  XO,2
X  XO OXO,3
 X   O   ,9
  OXO  XX,7
 X  XOX O,3
 X OXXO  ,1
O    XXXO,5
   OOXX  ,3
    OX  X,3
         ,5
 OOX  X  ,1
         ,1
O OOX X X,8
         ,1
      X  ,5
         ,9
OX OXO  X,8
OXXXOOX  ,9
O X X  O ,7
    O  X ,3
  XO  X O,5
OX X XXOO,5
         ,7
         ,7
  X      ,5
X   O  OX,2
         ,5
OX X  O  ,1
 O   X   ,1
        X,5
         ,7
    X  O ,3
OOX  XX  ,5
XXOOX XO ,9
O  XX    ,6
   OXX   ,5
 O  X XO ,3
X X OO   ,2
XXO  XO  ,5
O  OXO XX,2
         ,7
XX OOXXO ,3
O  XX   O,6
O XX XOO ,5
 O X  X  ,1
 XX  OOOX,1
    O   X,1
         ,9
 OOXX X  ,1
 X       ,5
OOXXOO XX,7
O  X   X ,3
X  OXXOO ,9
OXOX OXX ,9
OXOOX   X,8
OXXXOO X ,9
X  O  O X,5
XO    X O,4
 OX XO   ,7
   OXX O ,1
  X    XO,5
   XO    ,9
      XO ,7
         ,1
OX  OXXO ,9
OO     XX,7
OOXXX    ,6
XX O OXOX,5
  OXX OOX,1
       X ,5
    O   X,7
X OXX OXO,6
X OX  OX ,5
O   X  OX,1
    XOX  ,3
 X       ,5
  XOO   X,6
    OXO X,3
 OOXX  OX,1
     XOX ,5
  O X    ,3
  X      ,5
XO XXOOX ,9
 XO      ,9
        X,5
  X      ,5
   O   X ,1
 X     XO,5
    XX O ,4
O   X  X ,2
         ,3
O   XOXOX,3
OO  X X X,3
 XO   OXX,5
 OOXX OX ,6
         ,5
OO  XOXX ,3
      X  ,5
   X     ,5
XO OXX  O,1
  X  O  X,5
         ,9
  XO  X  ,5
      XXO,1
X        ,5
   XO  XO,1
OXO    X ,5
X X  O   ,2
 XOX  XOO,1
 XXOOXO  ,1
         ,9
  X      ,5
 X XO OX ,3
      XXO,5
         ,1
       X ,5
     X   ,5
  X  XO  ,9
  XO X   ,9
   X     ,5
O   X X  ,3
 OX  X   ,9
 X    XO ,1
XO   X  O,5
   X  O  ,7
X     OX ,5
         ,1
O X XO XO,2
 O   X  X,3
         ,5
X    XO  ,9
O X      ,7
 XOO XO X,1
         ,5
         ,1
O   XX   ,4
  X   O  ,5
O   XX XO,2
  X    OX,6
  OXO  XX,7
        X,5
XXO   OXO,5
 X  OXOOX,3
OX X X  O,5
X XXO O  ,2
 OO X   X,1
         ,9
      XOX,9
XX XOX OO,7
  O   XXO,6
 X  O    ,5
XOOXX  O ,6
OXX      ,5
 XX O   O,1
O OXXOX X,2
 O   XXO ,5
 XX XOO O,1
O  OXO XX,2
XX OX  OO,3
O OXX  XO,2
         ,7
 O  X X  ,3
    XO  X,1
XOX   OXO,6
         ,3
X  OXOXXO,3
  OX XO X,5
O X  XOX ,4
XX     O ,3
O  XX   O,6
X   O   X,1
 OXXOXX O,1
XX   XO O,8
XX O XOO ,3
O  OXO XX,2
XXO O  OX,7
   XO X  ,1
XO       ,7
  O  O XX,7
  XX OO  ,9
X  OOX X ,1
  OX     ,1
XOXXXOO O,8
  OXOXX O,1
       XO,1
         ,3
X XOO X  ,6
  X O  X ,9
  X X  O ,7
 X      O,9
  X      ,5
   X X O ,5
X    O X ,9
X    XO O,8
X   X OO ,9
OXXX   O ,7
   XO O X,3
 XX X O O,8
         ,1
O XOO  XX,6
  XO X XO,7
XX O     ,3
OXXO OXXO,5
  X OX   ,9
XX O O XO,3
    X    ,5
     X   ,5
      X  ,5
 XXX   OO,7
 OX OXOX ,9
OXXXOO X ,9
XXO    O ,3
XOXXOX  O,8
OXXXO O  ,9
      OX ,1
OX X  OX ,5
 X XOOXXO,1
 X      O,5
 OX X OX ,5
OOXXX  O ,6
    X    ,5
XO       ,1
  X      ,5
OO  XXXOX,3
OX O  X  ,7
   XX O  ,6
X     O X,5
OOX XO XX,7
 OXXX OXO,6
         ,7
XO       ,7
 XO     X,7
 X XOOXO ,1
O    X  X,3
  X    OX,6
 XXX OO O,1
OX     X ,5
X O   OXX,5
   X X  O,5
O   XX OX,3
O XOX  XO,2
O OX  XX ,2
O O X X  ,2
        X,5
XXO      ,5
O OX X OX,5
XX  O XOO,3
X   OX   ,5
XO XXO XO,3
O O X   X,2
O    XX  ,7
OX X XXOO,5
  X      ,5
 O  X X  ,3
X  X O  O,7
OX X OXXO,3
X  O  X  ,7
O O X  X ,2
   X   O ,7
   X     ,5
XO    X O,4
   X     ,5
       X ,5
XXOX OOX ,5
  OOXO XX,1
         ,1
O O    XX,7
OX OOX  X,3
 X  O OX ,3
X X O   O,2
O X X    ,7
 O  XX  O,4
  XXO   O,1
XX  O OX ,3
  O XX   ,4
 X   XXOO,5
X OO O XX,5
 XO     X,9
XX  XO OO,3
X  O     ,9
X  O X O ,1
 OXO    X,6
OXXO OX X,5
X XX   OO,7
X  O  X  ,7
    XO   ,3
 XOXOX XO,1
X    XOXO,5
         ,3
  OXO   X,7
  X OOXXO,1
  X  OXO ,5
         ,5
 X      O,5
 XXXOXOO ,9
OXXOO XOX,6
OX OX    ,8
X O XO   ,9
 X       ,5
 OOXX XXO,1
        X,5
X     O  ,3
X    X O ,7
O X    OX,6
   X     ,5
         ,5
         ,5
  XXXO  O,7
 X O     ,7
O X X OXO,2
         ,7
  X     O,1
  X  O   ,1
OXXO O X ,5
 O  X X  ,3
O OX    X,2
X OOOX XX,7
  XXOX O ,2
  OXXO OX,1
 XOO X X ,5
 OOOXX  X,1
 X      O,9
O XXOXOX ,9
OX OX  OX,7
 O  O X X,8
   XO    ,1
X  O     ,7
XX O X  O,3
 XOX OOXX,5
O   XO XX,2
 XXO   O ,1
X  X   O ,7
      X  ,5
         ,3
XOX XOO  ,9
O XOXX XO,7
         ,5
         ,5
   O  X  ,7
OO XXOOXX,3
      X  ,5
     OX X,8
O   X  XO,2
         ,3
XOOO X XX,5
 O OOXX X,3
         ,5
    XO XO,2
 X       ,5
       OX,1
        X,5
      X  ,5
X X OO   ,2
O   XX O ,4
 XOOOXX  ,1
X   O  OX,2
XXO  O X ,9
     OX  ,9
 X       ,5
 XOX X OO,5
         ,9
O OXOXXX ,2
OX XX  O ,6
XOX   XOO,4
         ,9
O X X    ,7
         ,3
         ,7
      X  ,5
         ,5
O O XX XO,2
O X O  XX,6
OO OXXXX ,3
XOOXX OX ,6
    XOX  ,3
         ,1
  OOXX XO,2
         ,5
OO  XXOXX,3
X        ,5
 X       ,5
XOXOX OXO,6
X   O    ,1
 XOO X   ,9
   OX  XO,2
OX    X  ,5
   OX    ,7
 X   OOX ,5
OXX  X  O,5
OX X X O ,5
     OX  ,7
X OOX  XO,2
OO XXOOXX,3
   O XXOX,3
 OX O XXO,1
O XO XXXO,5
 X X OO  ,3
XO O XX  ,7
         ,1
         ,7
    XO   ,9
         ,1
 O XOXX O,1
      X  ,5
OX  OOX X,8
 O   XO X,3
X  XO    ,7
OX    OX ,5
 XXOOXOXO,1
OOXX    X,6
XX   O XO,3
XO  XXOXO,4
 OXXOOX  ,1
O X XXOO ,4
OX  OX OX,3
         ,5
 XO X O  ,8
  X      ,5
XX      O,3
         ,9
 O OX  X ,9
XX     O ,3
 XOOX  OX,1
OOXXXO  X,7
O  X X O ,5
O  X O X ,7
     X   ,5
XO  X XOO,3
XXO  OXO ,4
O  X X   ,5
XO OX X O,3
  XOX    ,7
XOXXXOO  ,9
 OXO  OXX,6
XXOO OXOX,5
 OOX   X ,1
   X   O ,3
 OXOO X X,6
XOOO XXX ,9
XOXX  O  ,9
O OX XO X,5
         ,7
OX  XO   ,8
 OOXOXX X,1
     X O ,7
X  OX O  ,9
 XOXOX OX,7
         ,1
         ,3
XX XO OOX,3
 XO XXO O,4
X   XO   ,9
 X OXO   ,8
  X  OX  ,5
  X OXXO ,2
         ,5
X   X XOO,3
XO      X,5
X X OO X ,4
   X    O,7
 O    X  ,1
 X       ,5
    X    ,5
   XXOXO ,1
XXO X XOO,6
    X XO ,3
     X   ,5
XXOXX  OO,6
         ,5
  X      ,5
      OX ,7
       OX,1
X O X    ,9
OXXX OX O,5
         ,1
X   X O  ,9
 X  OO XX,4
   X     ,5
X    O XO,3
XOX XOOXO,4
  O  O XX,7
         ,1
         ,7
     X   ,5
  X      ,5
O    OXX ,9
 OXXOOX X,8
      XXO,1
OX O  X  ,5
OX XO    ,9
   X     ,5
X O   X  ,4
XXOO  X  ,5
     X   ,5
    OX   ,5
 XO OOX X,8
XXOOXO   ,8
         ,7
     O  X,7
XO O OX X,5
  X   O  ,9
         ,3
   X O   ,5
O  XX OXO,2
XOO XOXX ,9
  X      ,5
   O  OXX,1
         ,9
OXOOOXX X,8
 XOOXOX  ,8
 XXXO OO ,1
  X     O,3
XX  OXOOX,3
 XXXO OXO,1
O     XX ,9
  XOX   O,7
 X    O X,9
XO XX  OO,6
 X   OXO ,7
         ,9
OXXXOOX  ,9
 OOX X XO,5
X  OX OXO,2
 XX OX OO,1
  O X  X ,2
 OXO XOX ,9
OXOX X OX,5
         ,7
      XOX,7
XO OXOX  ,3
  O  X XO,3
X  OOX   ,5
OOXXOX X ,9
O O XXX  ,2
X  OXOOX ,2
  XOX    ,7
  OOXOX X,1
O     X  ,9
O  OX XOX,3
X   OOOXX,3
OXXXXOO O,8
O OO XX X,8
X OX O X ,9
 X XXO  O,3
O  X     ,5
 OOXXOXOX,1
OOXXX  O ,6
 XX O OXO,1
         ,5
         ,1
O OX XX O,5
X XXO OOX,2
XX OOXX O,3
 X    O  ,1
      X  ,5
X    O   ,3
    OX XO,1
 X  O    ,3
OXXO OXXO,5
         ,1
X  XO OOX,2
O  OX  XX,7
O XXO  X ,9
OX       ,3
 XO OOXX ,9
    X    ,5
  X      ,5
X X OXO  ,2
 O X     ,1
   O    X,7
X    O   ,9
  X      ,5
 O    XOX,5
O   XX   ,4
XX O OXO ,3
X  XOO  X,7
   O X   ,3
X        ,5
 OXOO X X,6
O X XOOXX,4
X  OXXOO ,9
 X       ,5
OXXO     ,7
X       O,7
O  O XX X,3
  XXXOO O,8
X O OXX  ,4
  OXX  XO,6
XOXXX O O,8
         ,1
X O OOX X,4
    O XX ,9
 X       ,5
XOXO OXXO,5
         ,7
     XXO ,9
 OXX  O  ,9
OX X   XO,5
 OXX XO  ,5
    X  O ,5
XOOX    X,5
XX O  O  ,3
X X  O   ,2
         ,1
OO XX    ,6
X  OOXXOX,2
    O XX ,9
XOXOOXX  ,8
O     XX ,9
    OOXX ,9
X  XO    ,7
  XOX    ,7
XOX XO   ,7
         ,3
X  XO  OX,2
    OXX O,1
 X X O O ,5
    O X  ,9
OX X OO X,3
X        ,5
   X  OX ,7
XOO XX O ,4
XXO O X O,4
 O  XO X ,5
O  XX OOX,6
X X  OO X,2
X OXO  XO,7
         ,3
      X  ,5
  X OX   ,9
O   XX O ,4
O   XX XO,2
 X       ,5
XO O   X ,3
X OOO XX ,9
         ,9
X XX O  O,2
  XOX    ,7
X  OX OXO,2
      X  ,5
  OX   X ,1
OO OXXXX ,3
XOOXOX  X,7
   X     ,5
O XXXOOX ,2
OX   XX O,5
    XX OO,4
XO  XXOXO,4
OOX   XOX,5
      XXO,9
         ,7
         ,1
O  XXOO X,5
  X      ,5
 X       ,5
         ,1
 OOOXXOXX,1
 X XOOOXX,3
 OX      ,1
X  O O  X,5
X   O    ,9
XOXX O O ,7
         ,5
     X  O,1
 OOXO X X,1
         ,9
XOXXO OXO,6
XX   O   ,3
    X    ,5
OXOX  XOX,6
X      O ,1
 OXO XXXO,5
         ,1
 OXXOX  O,1
  X      ,5
O    X OX,3
  O    XX,7
O OX XXOX,2
O     X  ,1
      X O,5
X OOXXOXO,2
       X ,5
  O     X,9
XOXXO    ,8
  O  X  X,1
 OX      ,1
      X O,1
  X   O  ,7
         ,9
  X      ,5
  X      ,5
 X O XOOX,3
  O   X X,8
X OOX    ,9
  X    O ,3
       X ,5
  XO     ,9
X X    OO,2
O OXX   X,2
 XXO    O,1
 O   XX  ,9
XOOX X  O,5
   X     ,5
   O  XOX,1
        X,5
OX  OXOXX,3
    X    ,5
O  X     ,7
   X XO  ,5
O   XOX  ,3
  O O  XX,7
         ,7
O X X OXO,2
      X  ,5
XX  OXOOX,3
XO  XXO  ,4
X     O  ,1
  X  O   ,1
 XXXO O  ,1
 O X  X O,1
  XXOOO X,9
   X     ,5
X  X O   ,7
      X  ,5
XO  O   X,8
O  O  X X,8
X  O   OX,5
  X   O X,6
 X O OX  ,5
 X    OXO,5
   OX    ,1
  XOX    ,7
O O XXOXX,2
O O OXXX ,9
X O   O X,5
 X       ,5
XX O OXOX,5
   O OXX ,9
XO       ,9
   X     ,5
 XX   O  ,1
XOOXX OXO,6
 XOX O OX,1
OXXO    X,7
O X  O X ,3
      X  ,5
 OXOXXO  ,9
XX O XOO ,3
O XO OXX ,5
O OX XX  ,2
XO X     ,7
 OX  O XX,7
         ,3
      XO ,9
         ,5
OXO XXO  ,4
OO  XXX  ,3
 OXXXO   ,7
     X   ,5
O XX XOXO,5
OX X O   ,3
OX X OOX ,5
 X O O  X,5
    XXOXO,2
XX OO XOX,6
XO   X   ,5
X    X O ,3
XO XXOOX ,9
  X O   X,6
O  OXXX O,3
       X ,5
 OOXX XXO,1
OXO XOX X,8
     X   ,5
XXOO  OXX,5
       X ,5
   OX OXX,1
 OX   X  ,5
         ,1
         ,3
      OX ,3
 X       ,5
         ,7
   X     ,5
O XO XX O,5
     X XO,1
 X   OOXX,5
XO    X  ,4
OX     X ,5
         ,9
O X      ,1
XOO OXXX ,4
 O XXO X ,1
OO  X  XX,3
       X ,5
  X      ,5
  X      ,5
 X  XOO X,1
 X  OOXX ,4
  XO  OXX,1
O  X OX  ,9
 XOOXX   ,8
X O OXXO ,4
X X OXXOO,2
 XOOO  XX,7
X  O XX O,9
  X      ,5
        X,5
         ,3
  XXOXO  ,9
      X  ,5
O OXOX XX,2
    O  XX,7
XOO  X XO,5
         ,3
XX  O    ,3
X OO  OXX,5
         ,9
OXXO X O ,9
     X   ,5
     X O ,3
X XX OOXO,2
 XOXX  O ,6
OX     X ,5
        X,5
         ,7
XXOOXOX  ,9
O    X   ,3
 XO  OOXX,5
         ,5
XO  XOXXO,3
X  XX  OO,7
      O X,3
         ,3
XO   X  O,3
    X    ,5
 X   O  X,9
 X XOOX  ,1
         ,1
 O OXO XX,1
OXO X XOX,6
OXXXXOOO ,9
XOOOOX XX,7
 XX    O ,1
 O X XXOO,1
 XOX OXOX,1
 X     XO,5
X   XO O ,9
 OXX XXOO,5
 XOOX  OX,1
         ,3
XXOOXOX  ,9
         ,5
OXXO OXOX,5
         ,1
O O X  XX,2
  X      ,5
O      X ,5
OXXXO O X,6
XO  XOX O,3
   O   X ,9
         ,7
 O  O X X,8
OX     OX,5
X XOOXOX ,2
OXX   OXO,5
         ,7
         ,7
    XOOX ,2
         ,7
 X    O  ,9
 OX  O X ,7
XOOXOX X ,7
 XX    OO,1
O    X  X,3
XO O XOXX,3
O   XX   ,4
   X     ,5
     O  X,9
OXX  OX  ,5
X  O X   ,3
 X  X OOX,1
         ,5
  XX   O ,5
 X OXXXOO,3
         ,1
X O  O XX,5
  O  XX  ,5
O  O X XX,7
      X  ,5
      X  ,5
     X   ,5
 O X O XX,7
XX   OO  ,3
 O   OXX ,9
  O   X  ,9
  O   X  ,7
O XO  XOX,5
 X OXOX O,3
         ,7
 X XXOXOO,3
 X X X OO,7
   O XX  ,3
XX  O   O,3
O OOXXX X,2
 X O XO X,1
O OXOXX  ,2
   X X OO,5
 XXO O   ,1
 XXO XO  ,1
 O  X    ,1
  O     X,5
 X OOXX  ,9
XOOX  O X,5
   X     ,5
O OX XOX ,5
         ,5
 X     XO,5
 X   O   ,3
O   XX   ,4
XOX OXO  ,9
         ,7
O   XXO X,4
O XXO X  ,9
   X O   ,1
XO       ,9
XX O  OXO,3
    XO   ,3
 XOX   OX,3
 OO XXO X,1
OXOX X OX,5
 XX O  XO,1
   XO   X,9
O XX XOXO,5
  OXOX  X,7
O   XXXO ,3
 OX X  O ,7
  X XOOOX,1
 O XXOXXO,3
 XXO  OX ,1
XOOXOX  X,7
XOX     O,5
OOX    XX,6
OOXXXOO X,8
         ,1
 O XOOX X,1
         ,9
  O  X   ,3
XO   XXO ,5
 OXOO XX ,9
      OXX,1
  X   XOO,5
 X O   XO,5
   X   O ,5
 XOOX    ,8
 X   X O ,3
    XOX  ,3
  O  X   ,9
 O   XO X,3
O  X XOOX,3
   XX O  ,6
         ,1
X O    X ,9
XOOOOXX X,8
         ,9
  O XOXOX,1
         ,1
OO XXOOXX,3
         ,5
OX  OOX X,8
        X,5
O  O X X ,7
  X      ,5
   XOXOX ,3
XOX   OX ,3
X X     O,2
      X  ,5
         ,5
OX XOOXX ,9
XX X  O O,8
XX  OXOO ,3
       X ,5
OXO XXO  ,4
O XXO  OX,6
 X  OXO  ,3
      X  ,5
X O   XOX,4
