board,decision
         ,9
X X OOOXX,4
OX       ,3
X OOXO X ,2
X X  O   ,2
XOXOXOOX ,9
      X  ,5
 X XOXOXO,1
 XXO OXO ,1
         ,1
X XX OO  ,2
OXX  O OX,1
OXO    X ,5
     X   ,5
O XX OX  ,5
X       O,1
O     X  ,7
    X  XO,2
     XX O,1
 O      X,9
XO XO   X,8
 XXXOOO  ,1
O  X     ,9
 X  OOXXO,1
 X      O,7
  X O    ,7
OXX OOX X,4
  OX X   ,5
  X      ,5
         ,7
  X      ,5
OXXO     ,7
OXO XX   ,4
 OOXXO XX,1
X        ,5
OXOXOXX  ,9
       X ,5
 XO XXOOX,1
         ,7
  OXOXXOX,2
 OX X  O ,7
 XOXOOXOX,1
  O X  XO,2
 OOXO XX ,1
    X    ,5
X  X OOX ,7
X  XXO OO,7
 X   X  O,7
X   OXO X,3
         ,3
OO XX XO ,3
OXX O X  ,9
XOOX O XX,5
O OXXOXX ,2
 X       ,5
 O  X O X,1
   X     ,5
         ,5
XOX XO O ,7
 XX X O O,8
O X   OXX,4
OXXXOOX  ,9
XO  XOX  ,3
 XO XXOO ,4
OX XO XO ,9
 OXX XOO ,5
    XOXXO,3
X XX  O O,8
XXOO  XOX,5
  XO O XX,5
XX XO OO ,3
XX OXO  O,3
XXO   XO ,4
OXX      ,5
    O  XX,7
  X   X O,5
O OXXOXX ,2
     OX  ,9
 XOOXO  X,1
 XO  O X ,5
       X ,5
OO X X OX,3
      X  ,5
   O X   ,5
     X   ,5
         ,7
O  XXOOXX,2
XO X XOO ,5
     X   ,5
      X  ,5
  X      ,5
  X    O ,5
O    X OX,3
         ,3
OO   XXX ,3
O XXO  OX,6
OX X X  O,5
 XXO  X O,1
      X  ,5
 OXXOO XX,7
X  O OX X,5
OOX   XXO,5
X O X XO ,4
 O   X  X,3
     XOOX,3
      OXX,7
 X       ,5
XO    X O,4
 O XX   O,6
   XXOX O,3
X        ,5
OX X OXXO,3
XX  OO X ,4
O   XX   ,4
OO  X X  ,3
 X  X OO ,9
O  X X   ,5
XOO X XO ,4
 XX O O  ,1
 X OXOX O,3
 OO   XX ,9
  XO  X  ,5
 XXXO XOO,1
         ,3
X  O OX  ,5
  O OXX X,8
 O XXOOX ,9
 O XO  XX,7
    O   X,9
         ,1
         ,3
XOX OX   ,8
  XXXO O ,7
  X  O   ,5
         ,3
XO O  X  ,9
   X     ,5
O     XX ,9
  X  O   ,5
X    X O ,1
         ,3
 OX   X  ,5
XOX XO XO,7
      X  ,5
     X  O,7
XOX O XXO,4
 O  X OX ,3
      X  ,5
OOX XX O ,4
 XX O XOO,1
         ,3
OX   OX  ,7
OX  X XO ,3
 X     O ,1
  X XO   ,7
     OXX ,9
 X       ,5
       XO,9
X     OOX,5
     X   ,5
         ,1
X   O    ,3
X XOO  XO,2
OXOX     ,1
  O X  X ,2
X    X  O,3
   X     ,5
         ,5
   X    O,9
XX  OO   ,3
      XO ,3
O  XX   O,6
O O XO XX,2
 OXO X   ,9
         ,7
         ,5
         ,9
OXO X X  ,8
 XX O    ,1
O X XO XO,2
   O XX  ,7
OOX X   X,6
         ,7
         ,7
XX XO OXO,3
  X XO XO,2
   O    X,7
   X  OX ,7
   X XXOO,1
   OX X O,3
X O  X   ,1
        X,5
X   XOOXO,2
X OXX O O,6
       X ,5
  XX OX O,1
XO X O XO,7
OO OXX  X,3
X        ,5
  XOX O  ,1
   O X  X,3
 X       ,5
X     OOX,5
         ,3
 X  O XO ,3
 X   O X ,5
    XXOXO,2
         ,3
  XOX O  ,1
  OX     ,9
X XX O OO,2
    XXO  ,4
     XX O,9
O   O X X,8
X  OX OX ,2
XO XO  XO,7
  XO  XO ,5
  O   X  ,5
XX OOXO X,3
   OX XOX,1
 O  O X X,8
 XXOOXXOO,1
XX  O XOO,3
 XXXO OO ,1
 X  O    ,3
 OX      ,3
 O X  X  ,1
  X    OX,6
 X       ,5
X O  O  X,5
  XOO XX ,6
 X       ,5
     X   ,5
XXOXOX O ,7
X   O XXO,4
  XO     ,9
  X      ,5
XO    XO ,4
 O   X X ,7
X X     O,2
     X   ,5
         ,1
X  OXOXXO,3
O       X,7
 XOXX OO ,6
  O     X,9
XXOO   X ,5
O OOX  XX,2
     X   ,5
  XOXO  X,1
OXXO  XXO,5
 X OX O  ,8
        X,5
O  OXOX X,3
   O   X ,9
OX XXO  O,8
      X  ,5
         ,1
 XXXO OOX,1
XX O   O ,3
XO  OXO X,3
XOOX     ,7
  OX OXOX,1
XOOO X  X,5
  X  OXO ,5
    O XX ,9
OXO     X,9
OXXO     ,7
 OX  OX X,5
 XX OXOO ,1
 OOX  XXO,1
XO XOX   ,8
   X     ,5
XX   OO X,3
OX   X   ,5
XXO OO XX,4
XXOOXOX  ,9
O X XXO  ,4
         ,7
 XOX X  O,5
OX X OOX ,5
O     XX ,9
X   OOXX ,4
    X    ,5
O       X,9
      X O,3
  OO  X X,8
  X  X  O,9
O XX   O ,1
O X OX X ,9
X    X  O,1
O   X XO ,3
XO    X  ,4
OXX XXO O,4
 O XOXX  ,8
         ,9
         ,5
OX  XO   ,8
O  X  X O,5
         ,3
XXOO   OX,5
 OXOXO XX,1
        X,5
  X      ,5
  X XO   ,7
XO  O XX ,4
      O X,1
 OXXO X O,1
     X   ,5
OXO X    ,8
O OX XOXX,2
XO       ,5
     X   ,5
XXOXOO   ,7
         ,3
O XOXX O ,7
   OX    ,9
    OXXO ,2
XX  O  O ,3
X X OOXXO,4
      X  ,5
XO  XOXO ,3
OOXXOXOX ,9
XOX    XO,7
OX  OXXOX,3
      X  ,5
   OX  X ,2
  OX  X  ,1
         ,7
XO  X XOO,3
X  X XO O,8
   OXOXX ,2
         ,7
O    XO X,3
   O  X  ,1
         ,5
 X XOOX  ,1
 X   O   ,3
XOXXO OXO,6
OO  OXXX ,9
XO OOX  X,3
  X O X O,1
X X  XOO ,9
 XOOOXXXO,1
  OXX    ,6
 OX  XO  ,9
    O   X,5
    OX  X,3
  XOXX  O,7
       OX,7
OX       ,3
         ,3
X XXXOOO ,9
     X O ,7
OO XX    ,6
  X OX   ,9
OXXOXX OO,7
X X O O  ,2
O XX O XO,5
OX  OXO X,3
XOX      ,1
  X    O ,1
 X O     ,7
  X      ,5
  OX   XO,6
        X,5
        X,5
O X X  O ,7
       X ,5
XX OX OO ,3
XX O   O ,3
OO  X XX ,3
XOOXOX  X,7
O  X XX O,5
XXO   XO ,4
  X   O X,6
O  X X   ,5
 X    O  ,9
XX     O ,3
 X   O   ,1
  X  X OO,7
 XO XOXO ,9
   XOOX  ,1
O  X  X  ,7
    OOXX ,9
X  XOO XO,7
X    O   ,7
 O  XO X ,7
         ,5
OXX XXO O,4
 XX XOOO ,1
   OXO X ,2
     XXO ,7
         ,9
XX OOX O ,3
         ,9
O XX O  X,7
         ,1
     O  X,9
        X,5
O   XXOX ,4
  O   OXX,5
  XO     ,7
 X O OX  ,5
X OOXOX  ,9
  X    XO,7
 X OO XOX,6
 X       ,5
XX OXOXO ,3
         ,3
  XO OX X,5
X  O   OX,5
       X ,5
O   X X O,3
O  XOOX X,8
        X,5
X  XOOOXX,3
         ,7
 XX   O  ,1
XOO OXX  ,4
  X XO O ,7
O O XXOX ,2
  X    OX,6
O  X     ,3
         ,9
X   OO X ,4
     X   ,5
   XO X  ,1
 OO XX   ,4
 O   XOX ,9
 X     OX,7
 X XXO  O,3
 XXOXOO X,1
   X     ,5
 XX OXOO ,1
         ,1
XO   XOOX,3
O  OXXXO ,3
O XO X   ,9
OXX  X O ,9
O O XOX X,8
         ,1
XOX XOOXO,4
XX O  O  ,3
X  XO   O,7
         ,1
 X     OX,7
O     X  ,5
X XO     ,2
   O XXXO,1
OX    O X,4
 O X X O ,5
         ,3
         ,7
 X O  OXX,1
XXOX    O,6
    X OXO,2
         ,1
  XO OXXO,5
 X     OX,3
 OX   X O,5
         ,9
 X  X   O,8
 O    OXX,9
         ,9
XO O XOXX,3
XX OXX OO,7
XX    OO ,3
  X  X  O,9
   O  X  ,7
O X  OX  ,5
X  OOX  X,3
 XX  O OX,1
XO       ,9
 XX OOO X,1
       X ,5
     X   ,5
X      O ,3
 OXXO   X,8
X        ,5
     X   ,5
O XX  OOX,6
XXOOXOX  ,9
XOX    OX,5
OOX   XXO,5
  X     O,3
         ,7
XOXO   OX,5
 X X  OOX,7
XXO  XXOO,4
 XOOX XO ,9
X OOX  X ,2
 OXOXX XO,7
   X     ,5
  OXOX X ,7
     X   ,5
OX X     ,5
         ,9
O X    X ,9
  X   XO ,5
OOXOXX   ,7
O XXOOX  ,9
   X     ,5
 XO XXOOX,1
         ,1
XOO  X   ,9
 O   XOXX,3
 X  O  X ,3
   XOX XO,1
 XO    XO,5
X        ,5
 X  OOOXX,3
    OX  X,3
O X   XO ,5
XX X  OO ,9
         ,5
  X    O ,7
O XXXO O ,7
  O XXO X,1
         ,5
O  X X O ,5
OX  X    ,8
  X OOX X,4
OXOO XXXO,5
O  XXO OX,1
         ,9
         ,1
  X      ,5
XXO XOO  ,8
X    X  O,5
  O    X ,1
         ,1
X  O   X ,9
OX  X O X,4
         ,7
X      OX,5
XO  OXOX ,3
X      OX,5
O X      ,3
OXXXOO OX,3
         ,3
 XO    XO,5
OO X X X ,3
 X    O  ,5
OO OX X X,3
O OXXOX X,2
         ,3
         ,1
O  XOXO X,3
 OXO  XX ,5
 OOXX X O,1
O X XXOXO,4
         ,3
      X  ,5
OXOXOO XX,7
      OXX,7
         ,1
 OO   XX ,9
   O X XO,5
  X X O  ,3
 X OO X  ,6
  XOX    ,7
      XO ,1
XOX X  O ,7
XXOO  X O,6
 X       ,5
O XX OXO ,5
 O XO  XX,7
 X X XO O,8
         ,5
         ,7
  OXX XOO,1
   X OX  ,1
O OOX X X,8
OO XX X O,3
XXOX O OX,5
OXXXXO O ,7
 XX OXOXO,1
XXOOXXO O,8
  X      ,5
      OX ,3
    XXO O,4
OOX XXO  ,4
 XOO XOX ,5
         ,5
 O   X   ,5
 O  XXOX ,4
X  OXOX O,3
   XX OO ,6
XO  XX O ,4
    XOOXX,1
         ,7
     XOX ,5
         ,5
         ,7
 OXXXOOXO,9
XOX OX XO,1
O OXX XO ,6
  X  OX  ,5
         ,1
         ,3
       X ,5
 XXO OXXO,5
 O X X O ,5
         ,7
 X OO  XX,6
 O X X O ,5
 O    XXO,5
XO OXOX  ,3
  O XX XO,2
 OOXXOX X,1
  XX OXOO,1
X      O ,7
 XX    OO,1
     O XX,7
XOXOX  O ,7
       X ,5
XX    OXO,3
O OXOXXX ,2
OO    X X,8
 XO  X   ,3
OXOX XXOO,5
 OOX XXOX,1
X  O     ,5
      X  ,5
 XX   O  ,1
 OX  X O ,9
 XXOOX O ,1
      X  ,5
X O OXX  ,4
  X  O X ,7
O O XXXO ,4
 X    X O,1
         ,5
O X XXO  ,4
OXOX OOXX,5
X O X  O ,9
    X    ,5
 OO XOXX ,9
         ,5
X O  X XO,3
OXXXO XO ,9
    O OXX,3
  O    X ,9
X        ,5
 X     OX,5
O XXOOOXX,2
X        ,5
      OX ,1
       X ,5
O  O XX X,3
O O X  X ,2
  X      ,5
O OOXXXXO,2
X O XX OO,4
XO  XOXO ,3
X  XOXO  ,3
O O    XX,7
         ,1
X  OOXO X,3
       X ,5
         ,9
 OO X XOX,1
  XO  OX ,1
X    OXOX,4
 O X XO  ,5
    XXOOX,1
X   OX  O,1
  X O  X ,9
X XO  OX ,2
 OOX X OX,5
      X  ,5
 X X XOO ,9
   X     ,5
  XX  O O,8
         ,7
         ,1
OXXX X OO,5
   OX X  ,3
         ,7
X     X O,4
 OX    X ,1
     OXXO,3
         ,7
         ,9
 X       ,5
O  O  XX ,9
    O XX ,9
   XXO XO,3
X    O X ,3
O XXO  OX,6
 O X XXOO,1
    OX   ,7
 X O   X ,5
O  XXOXXO,3
 XXXO OO ,1
 X     O ,9
 XO X    ,8
 OX   O X,6
O   OX  X,3
 O XXOX O,1
O  XX XOO,3
XOXXOX  O,8
         ,3
 XX   OOX,1
XXO   O X,5
OX  X    ,8
X        ,5
 XO  X   ,3
X  OOXO X,3
 X XOO OX,3
         ,5
OX OX   X,7
      OXX,5
 X       ,5
         ,3
X      OX,5
  X O X  ,9
 OX X O  ,5
OXX  X OO,5
XX O     ,3
         ,1
XO   OX  ,4
XX OO    ,3
OX  X    ,8
   X O   ,9
XOX   OOX,5
         ,3
XXO  OOXX,5
 X       ,5
X   X OO ,9
 XO  XOX ,5
    X OX ,2
 X     O ,7
X O      ,3
O    XX  ,5
  O  XX  ,9
         ,9
    OX   ,7
 O  X   X,1
 OX     X,6
 OOXX X  ,1
    X    ,5
XX OXO O ,3
 XOX   O ,9
XOXO O XX,5
      X  ,5
 O   X   ,9
  X O    ,9
XOO   XOX,4
O  XX OXO,2
         ,3
         ,3
XXO OOXX ,4
XXOO  X O,6
         ,1
 X  O  XO,1
X O   X O,4
  O X    ,9
X  X X OO,7
XO XX OO ,6
XXOO  OX ,5
OXXO O XX,5
         ,1
 O X X OX,5
 XO  XOXO,5
 OX   X  ,5
XO XO    ,7
X   XO   ,9
XXO      ,3
OO   XOXX,3
       X ,5
 O    X  ,5
X O OXXXO,4
 OXX O   ,9
X        ,5
XX  O    ,3
X        ,5
 OXX XO O,5
XO     X ,7
 X  O O X,3
     X   ,5
     O X ,5
OX XXO   ,8
  XOOX   ,9
 OX    X ,5
X  XXOO  ,9
OXOX  OXX,5
X XOXOOX ,2
         ,7
O   X    ,5
O      XX,7
   XXOOXO,2
O XX     ,5
  OXXOXO ,1
XXOO  X  ,5
   XOX   ,5
OXXX OOOX,5
X OOX XXO,6
XOO     X,5
OXX    XO,5
 XXOXO O ,1
   OXXXO ,3
   X     ,5
XOO X X  ,4
X O   X  ,4
OO OX XX ,3
         ,3
O X     X,6
O OXXOOXX,2
XO  X    ,9
X O OX X ,7
      X  ,5
    OX   ,7
  O X  X ,2
         ,1
O   XO  X,1
    X O  ,5
 O     X ,5
    X   O,9
XXOX OOX ,5
XO OXOXXO,3
X XOX  OO,2
 X   X  O,3
         ,3
X X  XO O,8
XO   X O ,5
OX O X OX,3
X  OX    ,9
O XO  X  ,5
OO XOXXX ,3
OXX  O   ,5
O  X O  X,1
 X O X  O,9
 O  OX  X,3
 O    XX ,9
 X       ,5
X XXOOOOX,2
       X ,5
 X OX    ,8
   X     ,5
  OX OX  ,1
    X    ,5
XOO O X X,4
         ,9
O OXX X O,6
XXOOOXXO ,5
    X    ,5
         ,1
     X   ,5
O OXX  X ,2
   X     ,5
 OX   X  ,5
         ,9
 X       ,5
   XOXO  ,3
         ,5
         ,7
O  O   XX,7
O  X  X  ,5
 X   OX  ,1
 OX   XOX,5
O  X X  O,5
 X X O   ,1
  X      ,5
XOX  O   ,3
 O OXXOXX,1
        X,5
  O  O XX,7
  XX OO X,7
   XXO   ,1
 OXX XOXO,5
     XO X,3
  O XX O ,4
 XXO O X ,5
    XOOXX,1
  X OOX  ,4
OX XOO  X,5
    XX  O,4
XO  OX   ,8
 X XOX OO,1
 X       ,5
         ,7
X        ,5
XX O     ,3
  XOOXX O,1
 OOOX XX ,9
OOXX OOXX,5
X OOX XXO,6
X XOOXXOO,2
X XO    O,2
 OXX X O ,5
OXX  OXO ,5
 X X  OOX,7
 X  O    ,9
        X,5
  O XXO  ,4
XO  OX   ,8
 OXXOX   ,8
 OXXXOOX ,5
OXOXX O X,6
     X O ,9
  X X OO ,9
        X,5
X   O XO ,4
XX   O  O,3
XOXXO OX ,5
         ,7
XX O X OO,3
         ,1
OXO  X  X,1
XX     O ,3
OX    OX ,5
XOXX O O ,7
 OX O OXX,6
 X X O O ,5
    O   X,7
XO XXOOXO,3
   X     ,5
 XO  XOXO,5
X O      ,5
OO XXO XX,3
XXOX   O ,7
       OX,5
      O X,7
XO  XXXOO,3
X   O    ,3
X O  X  O,5
O XX O  X,1
 X       ,5
 OO XXO X,1
X   OXO X,3
OX    OX ,5
 XO X    ,8
         ,7
 O  X    ,9
         ,1
X XOO XXO,6
         ,5
 X OX  O ,9
OX X X  O,5
 OXOX    ,7
X       O,3
 OXX O  X,5
      X  ,5
 X O X  O,3
XXOX  OO ,5
  XO     ,7
     X   ,5
  X      ,5
OX OX X O,3
XOO XXOXO,4
X  XO O X,3
X     O  ,5
O OXOXXX ,2
O O  XXX ,2
  X  OX  ,5
X XO OXO ,2
  O XXO  ,4
X       O,7
O  XX  O ,6
  X X  O ,7
OXXXOXOO ,9
  X    O ,9
  O     X,3
 O     X ,9
 OX XO OX,1
O X  XOX ,4
XOXXX O O,8
XX    OO ,3
XX XO OO ,3
 X    O  ,7
 XO    X ,5
 O X   X ,1
   X  O X,9
  X   OXO,3
X   O    ,3
    OXX  ,9
OXX  OXXO,5
O OX OXX ,9
XOXXO OX ,9
  O XXXOO,4
XX XO O O,3
XXOO XX O,8
OO OX X X,3
O OOX XX ,2
X OO XOXX,5
 X X OXOO,1
         ,7
 OOXOXX X,1
 X    OX ,5
  OOXO XX,1
OOX  XX  ,5
 X  O    ,1
  XX   O ,9
         ,3
  O X  X ,2
O   X    ,1
  OXXO X ,9
X    O  X,5
         ,5
X  OOX XO,5
    X  OX,1
   X     ,5
         ,1
 O  XOX  ,3
 OXOOX X ,9
OOXXX  XO,6
O XO  XX ,5
  XOXX O ,7
 O X  X  ,1
OXO X O X,8
OX O OX X,8
 XO      ,3
         ,7
  X      ,5
         ,7
   OXO X ,2
 OX     X,6
   XOXOOX,3
XX OOXO  ,3
         ,1
X  X OO  ,9
         ,3
OXXXOO X ,9
      X  ,5
  XXXOO  ,3
X   X  O ,9
       X ,5
 OX      ,9
         ,1
XO X  OX ,9
 OO XXO X,1
 XXXOOOXO,1
    O  X ,5
 OO   XX ,9
O XX  O X,6
   X    O,3
XXOOX    ,8
         ,1
OXOXXOO X,8
    X OOX,1
  O  XXXO,3
       X ,5
         ,7
         ,3
OXOOXXX  ,8
     X   ,5
     OX  ,3
  X      ,5
X XOXO   ,2
O X      ,5
         ,9
  O   X  ,9
   XOXO  ,3
OXXXOO X ,9
OX OX X  ,3
XO   O X ,5
X OOXX XO,2
    X O  ,3
   XX  O ,6
XXOOOXX O,8
O OXOX XX,2
         ,9
 XOXOXXO ,1
OXOXX X O,6
OX XOXO  ,3
 XOO XXO ,1
    X    ,5
XO    O X,5
    X  XO,2
         ,5
         ,9
X O   X  ,4
XOXXX O O,8
         ,5
  OXXO  X,1
X XOOXXOO,2
         ,7
X        ,5
O  OX  X ,2
  X   OXO,3
XXOO     ,1
         ,5
  XXX  OO,7
         ,7
 XX OOXOX,4
X        ,5
         ,9
X OOOX XX,7
         ,5
     X   ,5
XOOXOO XX,7
 O     X ,1
X O O X  ,4
  X XOO X,1
O    XX O,5
X   O   X,1
 X OXXO O,8
         ,3
OXXXX  OO,7
X O   O X,5
 OOXOXXXO,1
         ,3
O XX XXOO,5
     X   ,5
OX OXOXOX,3
O   X    ,9
 O O XXX ,9
OXX X O  ,4
  O O XX ,9
         ,1
        X,5
OXXX OXOO,5
         ,1
XXO OXXO ,4
 X XOO  X,1
  X O O X,6
XOXX  O O,8
 XO  O X ,5
XXO    O ,5
         ,1
   O   X ,5
      X  ,5
         ,9
 O XXOXO ,1
OX  OOX X,8
      X  ,5
  O X    ,9
 X       ,5
  O  X XO,5
X  XOO   ,7
  O  X  X,9
O       X,7
  O  X   ,3
     X   ,5
O XXO  X ,9
  X      ,5
XOOOX X  ,9
 OXOX    ,7
X  O  O X,5
O  XX OX ,2
       X ,5
O     XOX,3
O OOXX X ,2
        X,5
 O  X    ,7
 XO X XO ,5
        X,5
 XOXX O O,6
OX  XXO  ,4
X   OXO X,3
XXOOXO   ,8
 XO      ,5
O   X X  ,3
 OX O   X,6
         ,5
O   XXOX ,4
 X XX O O,8
  XOXO OX,1
     OXX ,9
X  O O X ,5
O  OXX X ,7
OOXXOX   ,9
 XOOX XOX,1
XX OXOXOO,3
 X       ,5
OOXXO XX ,9
  X   O  ,1
         ,5
XXOXO  XO,6
O X X OX ,4
OXX  XO O,4
  OOX XOX,1
X XO XO  ,2
  O     X,7
 X      O,1
 OO X XOX,1
     O  X,5
        X,5
XOXO     ,3
O XXO XOX,2
X  O OXXO,3
       X ,5
         ,1
XO OOXXXO,9
X   XXOO ,9
    X    ,5
   X   OX,9
        X,5
  XOXXOO ,9
         ,3
OOXOX   X,6
OX XXO  O,8
 OXX     ,1
     X   ,5
O  O XX  ,7
    O  XX,7
      X  ,5
       X ,5
X O XO X ,9
OXXXOOOX ,9
X  OO X X,6
O XXOO XX,7
 X   O   ,5
        X,5
 X OOXOX ,1
X        ,5
XOO  OX X,4
         ,3
      X  ,5
OOXXXOO X,8
         ,5
   X XO  ,5
X XO X OO,2
X XOO OX ,2
         ,3
 X   O   ,9
 O    X  ,9
XOOOX  X ,9
O X X O X,4
XOX      ,1
        X,5
O      XX,7
X OOX XO ,9
         ,9
         ,1
OX  XXXOO,3
OX XO X  ,9
X OXX   O,6
 XXOOXXOO,1
   XX   O,6
XX  OOOXX,3
    XO OX,1
         ,1
         ,5
        X,5
XXO OXXOO,4
         ,1
OXO OXX X,8
XXO O  X ,7
         ,9
X  X   O ,7
XX O XOO ,3
XX  OOO X,3
X        ,5
   XOOX X,1
 XO   XO ,7
         ,3
X     OX ,1
  O  X  X,7
         ,1
XOOXOX  X,7
OO XXOXX ,3
         ,5
XOO     X,5
OO X XXXO,3
   OXX OX,1
 XXO XOO ,1
O   O  XX,7
O OX XX  ,2
         ,5
  XOX    ,7
       XO,7
OO OXXXX ,3
O  X    X,3
         ,3
OXXX   OO,5
  X      ,5
 OX XOOXX,1
  OXX  XO,6
     OXX ,9
     XO  ,3
 OOXX  X ,1
O XXOX O ,9
X  OOXXOX,2
OOX   X  ,5
 OX  XO  ,9
         ,5
 X       ,5
   XXO  O,3
O     XX ,9
O  X XO  ,5
         ,1
 XOO X   ,9
   X O X ,1
X    XO O,8
XXOO  O X,5
   O X   ,5
OO  XX  X,3
XOX  OXXO,4
  XX  OO ,9
   X XO O,5
   X     ,5
 OX OX XO,1
O      XX,7
 OOX  X X,1
XXO O X  ,4
 XOO OXX ,5
   X     ,5
         ,7
OX XO    ,9
XXOO O  X,5
OX X X O ,5
         ,9
X XO OX O,2
  OX XO X,5
X     OOX,5
 X   X OO,7
  O  XOX ,5
O  OXOX X,3
XOO O  XX,7
  OOOX XX,7
O  X     ,1
         ,9
X    O   ,3
      X  ,5
O       X,5
 X OX   O,8
     X   ,5
   X     ,5
OXX OOOXX,4
 XO XOXOX,1
  XXOXOXO,1
      X  ,5
 XOO XOXX,1
X   OO X ,4
      O X,9
 XXOXO O ,1
    O   X,1
O OX XOXX,2
         ,7
OXXOXX  O,7
 O X  X O,1
  XO     ,3
  O XOX X,1
O XXXO  O,7
OXXXO  OX,6
 O   X  X,3
OXXOXO OX,7
 O XXOO X,1
 O X X O ,5
     OXX ,9
  O X    ,3
  X      ,5
OX XOOXOX,5
OXXOOXXO ,9
 XOXOOX  ,1
   XO X  ,1
  X      ,5
 X  OO XX,4
  OOXXOXX,1
XOOXOO XX,7
   XXO   ,3
   XXOO  ,1
XXOX O O ,7
 O X   X ,7
OOXX XO  ,5
   O   X ,3
O XX O  X,9
 XO OXX  ,9
OX    O X,4
X X OXXOO,2
         ,1
OOX O XX ,9
O OX X  X,2
O XOXX   ,7
O X XOOXX,4
         ,5
 XXO     ,1
     X   ,5
         ,7
  O X X  ,3
         ,1
XO O X XO,3
XO  XXXOO,3
O     X  ,9
 O XX XOO,1
         ,1
       X ,5
 O XX O  ,6
OO OXXXXO,3
X     O  ,9
 X OXXXOO,3
  O  X   ,3
 OOOXX X ,1
OXX   X O,5
XO  O XXO,4
XOXX XOO ,5
OX  XXO  ,4
X O   XO ,4
         ,3
   X OX O,1
 XX O  XO,1
X        ,5
         ,1
OX  O X X,8
 XX OXXOO,1
       X ,5
X  XXOOXO,3
 XOO XX O,1
    OXOX ,3
OXO   OXX,5
        X,5
  O  XX O,5
XO   X O ,5
OO XOXXX ,3
 O X     ,1
        X,5
   X     ,5
XX  O XO ,3
X     O  ,5
        X,5
X        ,5
OXX OOXOX,4
 OXX O X ,7
O   XX   ,4
      X  ,5
         ,1
XX  O X O,3
   OXXOX ,1
OO  XXXO ,3
    XOXO ,3
XXOO O X ,5
O X  X  O,5
 XX O    ,1
X XOOXXO ,2
XOOXOX  X,7
X O X    ,9
   O O XX,7
   X   O ,9
X X OOX O,2
   X   XO,3
       X ,5
 O OXXX O,3
 OO    XX,7
X   OOXX ,4
 O      X,5
OO X XX O,5
      X  ,5
 XOX OXO ,1
 X X O O ,9
 X OOXX O,1
 O XX O  ,6
X    OX  ,4
  O XX O ,4
OXOOX XOX,6
X   XO   ,9
    X    ,5
         ,7
X XXO  OO,2
  XO  X O,5
XOXOX O  ,9
         ,7
X OO XOX ,5
         ,3
O    XX O,5
X O XOXO ,4
  X   O  ,9
XX XOOOOX,3
XO    X  ,4
  X      ,5
X X OOXOX,2
XXO  XOXO,5
    X    ,5
   OXX   ,5
    X  O ,9
       OX,1
 XOO XOX ,5
 X    OX ,5
X  OO   X,6
O  XXOOX ,2
  XXOX O ,2
X   OX OX,2
OXXO OX  ,5
 X    XO ,1
 OXXOX   ,8
  X      ,5
  X      ,5
 O  X OXX,1
         ,9
         ,5
X OO    X,5
     X  O,9
X   O OXX,3
  O X X  ,5
 OX OX X ,9
O X  OX  ,5
 X   O OX,7
   X   OX,9
       XO,5
 XXOO X O,1
OXO OX XX,7
 O  OXX  ,8
  XX O OX,5
  X     O,5
XX   O   ,3
XXO O    ,7
O O X OXX,2
XOX      ,7
     O X ,1
OXX    O ,3
X XOOXOXO,2
     X   ,5
O XOO XX ,9
 X       ,5
XOXXX  OO,7
O  X XO  ,5
  OXOOXX ,1
     XOX ,3
 O XX   O,6
 OX    OX,6
O OX X  X,2
   XXO O ,9
 XO XX OO,4
X OOXXXOO,2
XOXO OXXO,5
  OX OX  ,1
XXO XOO  ,8
XO XXOOX ,9
 O  XX  O,4
     X   ,5
         ,7
XX   XOO ,9
XXOOO X X,6
  X      ,5
  X  O  X,7
XOOXOX  X,7
 X O  X  ,9
X XO OX O,2
 O  X    ,5
         ,7
O X   XOX,5
OO X XXOX,3
OO   XOXX,3
  X    OX,6
         ,3
 XOO  OXX,5
 X  X O O,8
X X  OOXO,2
O    XOXX,4
         ,3
 XX OOXO ,1
  O  X   ,7
  OXX O  ,6
      XXO,3
OX XO XOX,1
         ,3
O   O XX ,9
 OX XX OO,4
X  O X  O,5
X        ,5
         ,9
O    XX  ,1
O XX O   ,5
X  O OOXX,5
 OXO XXO ,5
         ,9
 OXOXX O ,7
 XO OX   ,7
 OO OX XX,7
XO    O X,5
    X   O,7
OO  OXX X,3
   X  O  ,5
     X   ,5
 X       ,5
 XO  X   ,5
     OX X,8
         ,9
X X  O OX,2
X OOXOX  ,9
 X      O,7
OXOO  XX ,5
 OXXO XXO,1
XO   XXOO,4
 X O   XO,5
X XO OOXX,5
 X OXOXOX,1
OO O XXX ,9
XOX  OOXX,5
XOO   XOX,4
         ,7
         ,5
OOX XXOXO,4
 XOO XOXX,1
OX    X O,5
 OX      ,1
O XO    X,6
         ,7
  XXO X O,1
    X X O,3
        X,5
OX O XX O,5
  XXOOXXO,1
XX X   OO,7
  XOOX X ,9
         ,7
    XXO  ,4
         ,5
     X   ,5
OX OXOX  ,3
O X X  O ,7
OXX   O X,4
XOO XOXX ,9
OOXXX   O,6
 XOX  O X,5
         ,1
 OX X  OX,1
 XXO   O ,1
  O  XX  ,7
X O      ,7
 X  O    ,5
 X     O ,3
    XO   ,1
O XXOX   ,9
 O O X XX,3
X  O O X ,5
   X  OXO,1
XO    X  ,4
        X,5
O    XX  ,7
 O X     ,1
